date,likes,replies,retweets,source,tweet,sentiment
2014-01-30 22:47:44+00:00,9,3,24,Gremlin Social,youngthugworld  danny glover remix ft nickiminaj prod. iamtm88 sizzle808mafia ,"[{'label': 'neutral', 'score': 0.9292997717857361}]"
2014-01-30 22:24:57+00:00,6,1,35,Gremlin Social,mixtape youngthugworld & bloodyjaya1  blackportland  getitlive  livemixtapes propanemedia,"[{'label': 'neutral', 'score': 0.7662313580513}]"
2014-01-30 21:45:57+00:00,12,1,51,Gremlin Social,mixtape lobby runners hosted by peeweelongway  getitlive  djprettyboytank hoodrichkeem djvictoriouz,"[{'label': 'neutral', 'score': 0.8178673982620239}]"
2014-01-30 08:40:45+00:00,67,10,76,Twitter for iPhone,real stoner session..... stonermusic ,"[{'label': 'neutral', 'score': 0.8785325884819031}]"
2014-01-30 05:25:17+00:00,3,3,7,Twitter for iPhone,"iamtonyneal my young niggas youngthugworld richhomiequan whoisque kcamp427 makin them movies right now, youngatlsalute","[{'label': 'positive', 'score': 0.8537203073501587}]"
2014-01-30 02:28:32+00:00,2,1,0,Twitter for iPhone,jharpaa twankbanks is my booking manager hit him,"[{'label': 'neutral', 'score': 0.7957361340522766}]"
2014-01-30 02:24:52+00:00,24,65,56,Twitter for iPhone,who want me in there city rt and tell me where where my stoners at ....,"[{'label': 'neutral', 'score': 0.7546204328536987}]"
2014-01-30 01:34:44+00:00,120,10,87,Twitter for iPhone,nickiminaj keep showing me love....  salute ,"[{'label': 'positive', 'score': 0.9795026779174805}]"
2014-01-30 00:54:19+00:00,60,11,169,Gremlin Social,pray for the people stuck in the cold right now.,"[{'label': 'negative', 'score': 0.5677142143249512}]"
2014-01-30 00:30:21+00:00,45,5,59,Twitter for iPhone,stoner shirts coming soon..... ,"[{'label': 'neutral', 'score': 0.7411485910415649}]"
2014-01-29 22:46:39+00:00,21,11,52,Gremlin Social,youngthugworld  danny glover remix ft nickiminaj prod. iamtm88 sizzle808mafia ,"[{'label': 'neutral', 'score': 0.9292997717857361}]"
2014-01-29 22:33:12+00:00,25,5,32,Gremlin Social,ohlord nickiminaj knows what time it is video by idk  ,"[{'label': 'positive', 'score': 0.7607088685035706}]"
2014-01-29 18:24:12+00:00,5,0,2,Twitter for iPhone,playboypoul youngthugworld your music makes me feel like i run shit,"[{'label': 'neutral', 'score': 0.4935756325721741}]"
2014-01-29 18:00:30+00:00,104,25,366,Gremlin Social,hard work  dreams  dedication  success,"[{'label': 'positive', 'score': 0.8796756267547607}]"
2014-01-29 17:56:07+00:00,4,2,23,Gremlin Social,youngthugworld performs stoner and more live at spoiledmilk indie concert...  via youtube,"[{'label': 'neutral', 'score': 0.8354823589324951}]"
2014-01-29 17:36:32+00:00,4,4,8,Gremlin Social,thugger thugger ,"[{'label': 'neutral', 'score': 0.6252149939537048}]"
2014-01-29 08:14:00+00:00,3,2,2,Twitter for iPhone,reeceymoney youngthugworld you got a instagramthuggerthugger1,"[{'label': 'neutral', 'score': 0.8807686567306519}]"
2014-01-29 08:12:45+00:00,2,1,3,Twitter for iPhone,cooperkwsbc youngthugworld prolly my favorite rapper right nowthank you,"[{'label': 'positive', 'score': 0.9774057269096375}]"
2014-01-29 08:11:51+00:00,28,19,31,Twitter for iPhone,studio flow.....,"[{'label': 'neutral', 'score': 0.8265504837036133}]"
2014-01-29 05:43:53+00:00,67,8,40,Twitter for iPhone,chinxmusic at meanstreetstudio djdrama brodie we working..... ,"[{'label': 'neutral', 'score': 0.8294129371643066}]"
2014-01-29 02:03:07+00:00,218,20,251,Twitter for iPhone,nickiminaj thanks you.... ,"[{'label': 'positive', 'score': 0.9804365038871765}]"
2014-01-28 18:05:09+00:00,23,7,43,Gremlin Social,mixtape young thug  1017 thug  get it live  livemixtapes youngthugworld djscream swampizzo vote this up,"[{'label': 'neutral', 'score': 0.6744701266288757}]"
2014-01-28 04:30:06+00:00,63,27,454,Twitter for iPhone,"ok ok who ready for my tape if you ready the title and the date , tell everybody to rt this now...","[{'label': 'neutral', 'score': 0.6869160532951355}]"
2014-01-27 05:49:22+00:00,47,15,38,Twitter for iPhone,dallas wassup ... smoke one... showtime tonight turning dallas up monroelounge stonertour ,"[{'label': 'neutral', 'score': 0.7273566722869873}]"
2014-01-27 03:21:01+00:00,97,6,45,Twitter for iPhone,"one of my biggest fans , seen him in the airport ....stoner ","[{'label': 'positive', 'score': 0.9546676278114319}]"
2014-01-27 01:03:09+00:00,13,6,27,Gremlin Social,youngthugworld   danny glover prod. 808 mafia  via youtube,"[{'label': 'neutral', 'score': 0.9399966597557068}]"
2014-01-26 19:37:09+00:00,38,5,85,Twitter for iPhone,nut5o turn up  loudshitmaxx  woooooow,"[{'label': 'positive', 'score': 0.7875950336456299}]"
2014-01-26 19:26:35+00:00,13,7,24,Twitter for iPhone,"dallas,tx showing major love already.... be here tonight stonertour ","[{'label': 'positive', 'score': 0.9734612703323364}]"
2014-01-26 17:49:29+00:00,19,8,18,Twitter for iPhone, young thug world 1017  for booking & features email bookyoungthuggmail.com or 404 5438837 beats youngthugbeatsgmail.com teamysl,"[{'label': 'neutral', 'score': 0.7962347865104675}]"
2014-01-26 06:50:05+00:00,16,5,52,Twitter for iPhone,exclusive young thug premiere hot1079atl nominated rookie of the year by jay nicks & et  via youtube,"[{'label': 'positive', 'score': 0.5659600496292114}]"
2014-01-26 00:48:55+00:00,12,6,30,Twitter for iPhone,"dallas,tx im calling all stoners out tomorrow night monroe lounge.. be there or hear about it ","[{'label': 'neutral', 'score': 0.7918580174446106}]"
2014-01-25 06:52:29+00:00,0,1,1,Twitter for iPhone,omilloadams youngthugworld getting fucked up to young thugstoner,"[{'label': 'negative', 'score': 0.6223115921020508}]"
2014-01-25 06:46:12+00:00,35,3,29,Twitter for iPhone,"thank you for the love spartanburg,sc clubmaze ... ","[{'label': 'positive', 'score': 0.945006787776947}]"
2014-01-25 00:55:26+00:00,12,5,19,Twitter for iPhone,"tonight i will be spartanburg,sc clubmaze need all my stoners to report thank you.... ","[{'label': 'positive', 'score': 0.7295474410057068}]"
2014-01-24 08:51:03+00:00,9,7,12,Twitter for iPhone,just killed gadsen alabama with no ,"[{'label': 'negative', 'score': 0.6479119658470154}]"
2014-01-24 07:55:20+00:00,6,4,11,Gremlin Social,turnt ye jus doin what he be doin  wshh via worldstar,"[{'label': 'neutral', 'score': 0.8343448042869568}]"
2014-01-24 07:21:44+00:00,0,3,8,Twitter for iPhone,gadsen alabama whats good club 231 stonertour,"[{'label': 'neutral', 'score': 0.8294720649719238}]"
2014-01-24 04:44:46+00:00,39,20,59,Twitter for iPhone,currently counting 30 racks.....,"[{'label': 'neutral', 'score': 0.8976345658302307}]"
2014-01-24 04:42:58+00:00,1,0,3,Twitter for iPhone,thugginjayy youngthugworld blattslllllimmmmeeeee,"[{'label': 'neutral', 'score': 0.7013081908226013}]"
2014-01-24 04:42:30+00:00,1,1,1,Twitter for iPhone,jetlife336 get your local promoters to contact my booking manager twankbanks or call him 4045438837 or 716 3647530,"[{'label': 'neutral', 'score': 0.8892788290977478}]"
2014-01-24 04:41:04+00:00,1,1,4,Twitter for iPhone,topcitykilla 2014 is thuggers year stoner youngthugworlddamn right bro ,"[{'label': 'neutral', 'score': 0.6326681971549988}]"
2014-01-24 04:40:34+00:00,1,1,1,Twitter for iPhone,dntblowmyhiqh youngthugworld i do now swear you happy now,"[{'label': 'positive', 'score': 0.9748782515525818}]"
2014-01-24 04:36:51+00:00,4,1,3,Twitter for iPhone,dntblowmyhiqh youngthugworld i wonder if young thug actually be on his twitter or is it somebody else  swear you dont think its me,"[{'label': 'neutral', 'score': 0.7365882396697998}]"
2014-01-24 04:36:00+00:00,7,1,5,Twitter for iPhone,"valoh i used to listen to classical music, now i got that youngthugworld on repeatthats love","[{'label': 'positive', 'score': 0.9364334940910339}]"
2014-01-24 04:31:42+00:00,8,1,9,Twitter for iPhone,"1flickbic youngthugworld where icfn4 or trueblood atstill in the vault bro, got some hot shit coming its otw","[{'label': 'neutral', 'score': 0.5691468715667725}]"
2014-01-24 04:29:38+00:00,0,0,1,Twitter for iPhone,iamlingpao44 youngthugworld  heyyyy thugger im so proud of youthank you thats love,"[{'label': 'positive', 'score': 0.9888980984687805}]"
2014-01-24 04:27:07+00:00,1,2,1,Twitter for iPhone,boujiec goodnight bae  youngthugworldgoodnight ,"[{'label': 'positive', 'score': 0.6330143809318542}]"
2014-01-24 04:26:18+00:00,3,1,2,Twitter for iPhone,iamlingpao44 youngthugworld nigga do u ever reply or you sit around retweeting all dayspeak to us niggababy i speak hey pretty lady,"[{'label': 'neutral', 'score': 0.5924450755119324}]"
2014-01-24 00:54:55+00:00,17,3,7,Twitter for iPhone,"in on my way to gadsen, alabama. all my stoners ready to turn up ","[{'label': 'positive', 'score': 0.6735597252845764}]"
2014-01-23 19:09:55+00:00,8,9,17,Twitter for iPhone,today i will be on wbhj 95.7 jamz alabama turn up....,"[{'label': 'neutral', 'score': 0.7246323823928833}]"
2014-01-23 10:47:12+00:00,3,3,3,Twitter for iPhone,freeespiritt youngthugworld come to chicago so we can turn some shit up loveyouim coming in like 3 weeks,"[{'label': 'positive', 'score': 0.9063177704811096}]"
2014-01-23 10:33:01+00:00,7,0,7,Twitter for iPhone,10k toes rings geesh .....,"[{'label': 'neutral', 'score': 0.7585834264755249}]"
2014-01-23 10:31:29+00:00,0,1,2,Twitter for iPhone,bigrondadon youngthugworld defentily need to make a stoner & danny glover video otw,"[{'label': 'neutral', 'score': 0.7904107570648193}]"
2014-01-23 10:26:47+00:00,11,8,30,Twitter for iPhone,free my slimes dk and mondo all my slimes retweet..,"[{'label': 'neutral', 'score': 0.6549965739250183}]"
2014-01-23 10:20:16+00:00,3,4,1,Twitter for iPhone,my bro yakkidivioshi just walk in the yo... we finna work..,"[{'label': 'positive', 'score': 0.5775706171989441}]"
2014-01-23 10:08:28+00:00,3,0,4,Twitter for iPhone,theogkoolaid youngthugworld when you coming to alaska burrgeesh,"[{'label': 'neutral', 'score': 0.8508402705192566}]"
2014-01-23 10:05:24+00:00,1,0,0,Twitter for iPhone,terrificnick youngthugworld you stoned right now bruhalways it wouldnt be right bro you know ..,"[{'label': 'negative', 'score': 0.800777018070221}]"
2014-01-23 10:04:09+00:00,2,1,0,Twitter for iPhone,hiphopscientist youngthugworld even in france you make the wave  salute here support n love mannnnare you fr bro,"[{'label': 'positive', 'score': 0.9523782730102539}]"
2014-01-23 10:02:05+00:00,1,0,0,Twitter for iPhone,yungmazickp youngthugworld wya limestudio bro,"[{'label': 'neutral', 'score': 0.8677965998649597}]"
2014-01-23 10:01:26+00:00,3,2,3,Twitter for iPhone,fvckthis i cant lie i didnt like youngthugworld music at 1st but its been growing on me since i heard extasy pill respect thats luv,"[{'label': 'neutral', 'score': 0.3671681582927704}]"
2014-01-23 09:57:35+00:00,4,0,9,Twitter for iPhone,"fatzmta who the fuck told you young niggas you was soldiers  youngthugworldim just saying homie, turn up....","[{'label': 'negative', 'score': 0.762964129447937}]"
2014-01-23 09:55:54+00:00,2,0,1,Twitter for iPhone,iamtraceejay youngthugworld mornin young thug good morning stoner,"[{'label': 'positive', 'score': 0.8996549844741821}]"
2014-01-23 09:55:26+00:00,0,0,0,Twitter for iPhone,iamtraceejay,"[{'label': 'neutral', 'score': 0.8533986806869507}]"
2014-01-23 09:54:58+00:00,9,5,9,Twitter for iPhone,"protegebeatz youngthugworld im fuckin wid u g, yu got the streets goin brazyyyyy letswork beatswe got to thats  bro","[{'label': 'positive', 'score': 0.4892803132534027}]"
2014-01-23 09:39:05+00:00,4,6,7,Twitter for iPhone,in the yo me and my bros sbskooly londonondatrack ..,"[{'label': 'neutral', 'score': 0.7491145730018616}]"
2014-01-23 07:28:45+00:00,8,5,29,Gremlin Social, young thug  some more official video  youtube  prod. metroboomin,"[{'label': 'neutral', 'score': 0.9181314706802368}]"
2014-01-23 06:53:07+00:00,8,0,44,Twitter for Websites,young thug performs stoner in atlanta live at spoiledmilk video  via youtube reweet this guys,"[{'label': 'neutral', 'score': 0.8845362067222595}]"
2014-01-23 06:48:40+00:00,9,1,11,Twitter for Websites,video producer dundeal shows how he made young thugs stoner beat  wshh via worldstar go check this out rt,"[{'label': 'neutral', 'score': 0.7540432810783386}]"
2014-01-23 03:49:16+00:00,21,1,23,Twitter for iPhone,if you didnt know dun deal produced stoner. salute,"[{'label': 'positive', 'score': 0.7333828210830688}]"
2014-01-23 03:44:26+00:00,58,18,69,Twitter for iPhone,does everybody do the nae nae to stoner ,"[{'label': 'neutral', 'score': 0.9011663794517517}]"
2014-01-23 03:40:31+00:00,11,1,13,Twitter for iPhone,request stoner in your favorite clubs,"[{'label': 'neutral', 'score': 0.6849908828735352}]"
2014-01-23 03:36:14+00:00,21,16,8,Twitter for iPhone,for booking & features email bookyoungthuggmail.com or 404 5438837 beats youngthugbeatsgmail.com,"[{'label': 'neutral', 'score': 0.8040992617607117}]"
2014-01-23 03:33:24+00:00,7,11,12,Twitter for iPhone,all my stoners contact your local promoters an tell them book me in your city. stonertour,"[{'label': 'neutral', 'score': 0.6039263010025024}]"
2014-01-23 03:29:45+00:00,10,4,30,Twitter for iPhone,all my stoners go check out my mixtapes on  search young thug,"[{'label': 'neutral', 'score': 0.746885359287262}]"
2014-01-23 03:26:56+00:00,30,11,114,Twitter for iPhone,stoner my lifestyle,"[{'label': 'neutral', 'score': 0.7850201725959778}]"
2014-01-23 03:25:11+00:00,12,9,15,Twitter for iPhone,stonertour coming to a city near,"[{'label': 'positive', 'score': 0.6191691756248474}]"
2014-01-23 03:20:44+00:00,35,6,188,Twitter for iPhone,if you a real stoner rt,"[{'label': 'neutral', 'score': 0.7865266799926758}]"
2014-01-23 03:17:15+00:00,20,13,47,Twitter for iPhone,might roll one for all my stoners,"[{'label': 'neutral', 'score': 0.6752678751945496}]"
2014-01-23 03:12:34+00:00,11,7,21,Twitter for iPhone,next hour its the stoner takeover,"[{'label': 'neutral', 'score': 0.8226651549339294}]"
2014-01-23 01:43:18+00:00,17,5,12,Twitter for iPhone,at my bro video shoot iamyungbooke okok ,"[{'label': 'neutral', 'score': 0.7603602409362793}]"
2014-01-22 19:25:12+00:00,13,7,36,Gremlin Social,download > mixtape youngthugworld & bloodyjaya1  blackportland  get it live  livemixtapes propanemedia,"[{'label': 'neutral', 'score': 0.8133301734924316}]"
2014-01-22 18:55:29+00:00,17,11,51,Gremlin Social,danny glover need all my djs spinnin this record stonernation,"[{'label': 'positive', 'score': 0.9244922399520874}]"
2014-01-22 18:54:24+00:00,9,9,17,Gremlin Social,ig  thuggerthugger1,"[{'label': 'neutral', 'score': 0.8590700626373291}]"
2014-01-22 18:41:59+00:00,33,5,114,Gremlin Social,stonernation,"[{'label': 'neutral', 'score': 0.5551499724388123}]"
2014-01-22 06:31:55+00:00,9,7,38,Twitter for iPhone,foriegnfriends,"[{'label': 'neutral', 'score': 0.6328131556510925}]"
2014-01-22 04:12:19+00:00,8,3,53,Twitter for iPhone,foriegnfriends ,"[{'label': 'neutral', 'score': 0.6956188678741455}]"
2014-01-21 19:10:59+00:00,28,13,66,Twitter for iPhone,good afternoon to all my stoners,"[{'label': 'positive', 'score': 0.9770663380622864}]"
2014-01-21 07:41:36+00:00,54,17,124,Twitter for iPhone,young stoner life......... the lifestyle,"[{'label': 'neutral', 'score': 0.7246381640434265}]"
2014-01-20 17:01:26+00:00,15,81,48,Twitter for iPhone,do you want a stonertour  rt and tell me where,"[{'label': 'neutral', 'score': 0.9024118185043335}]"
2014-01-20 05:16:30+00:00,54,7,22,Twitter for iPhone,stoner luv..... luv all my fans thank you ,"[{'label': 'positive', 'score': 0.9811229109764099}]"
2014-01-20 05:15:07+00:00,28,1,39,Twitter for iPhone,"salute to savannah,ga showed the thugger mad luv...... stonertour luv you guys ","[{'label': 'positive', 'score': 0.9675254225730896}]"
2014-01-20 04:05:39+00:00,13,1,16,Twitter for iPhone,savannah im otw.....stonertour ,"[{'label': 'neutral', 'score': 0.8056157231330872}]"
2014-01-19 21:44:56+00:00,11,5,17,Twitter for iPhone,"i will be in invading savannah, ga tonight at american legion pull up thank you stonertour ","[{'label': 'positive', 'score': 0.895554780960083}]"
2014-01-19 04:01:02+00:00,31,8,31,Twitter for iPhone,so 2 my bro alextumay for mixing that dannyglover money standin 8 feet just like 2 midgets,"[{'label': 'positive', 'score': 0.5161365270614624}]"
2014-01-19 03:35:46+00:00,62,6,87,Twitter for iPhone,love in my city stonernation  ,"[{'label': 'positive', 'score': 0.9831913113594055}]"
2014-01-19 02:50:13+00:00,4,2,17,Twitter for iPhone,r.i.p  djnando404 ...,"[{'label': 'neutral', 'score': 0.5747425556182861}]"
2014-01-19 02:48:06+00:00,4,3,20,Twitter for iPhone,so to my bro djdrama  and djsense for having me on gansta grillz radio....hot1079atl salute thugger aries tonight,"[{'label': 'positive', 'score': 0.935081958770752}]"
2014-01-18 23:54:40+00:00,11,7,87,Twitter for iPhone,"im back at juug man voice aries tonight ,im bringing all my stoners out tonight ... thank you ","[{'label': 'positive', 'score': 0.9279288649559021}]"
2014-01-18 11:20:35+00:00,0,1,0,Twitter for iPhone,cocainedonnacge im leaving now salute ....,"[{'label': 'neutral', 'score': 0.7027704119682312}]"
2014-01-18 10:43:14+00:00,19,8,49,Twitter for iPhone,im on it higher than you..,"[{'label': 'positive', 'score': 0.5306307077407837}]"
2014-01-18 10:37:37+00:00,33,7,19,Twitter for iPhone,this beat i just merked it...ewwwww ,"[{'label': 'neutral', 'score': 0.43460071086883545}]"
2014-01-18 09:14:54+00:00,17,4,15,Twitter for iPhone,in the studio wit my big bro king memphis iamogboodirty ,"[{'label': 'positive', 'score': 0.5256848931312561}]"
2014-01-18 07:41:16+00:00,40,6,29,Twitter for iPhone,"im here..... real memphis  love got bodirrty wit me..,.. ","[{'label': 'positive', 'score': 0.9026266932487488}]"
2014-01-18 04:13:17+00:00,0,2,1,Twitter for iPhone,sonnydigital brodie...,"[{'label': 'neutral', 'score': 0.8488838076591492}]"
2014-01-18 04:09:09+00:00,5,6,17,Twitter for iPhone,everybody change your avi to the stoner cover art stonernation,"[{'label': 'neutral', 'score': 0.7439529895782471}]"
2014-01-17 23:20:16+00:00,15,28,73,Twitter for iPhone,do you want a stonertour  who want me in there city rt this now.....,"[{'label': 'neutral', 'score': 0.8762683272361755}]"
2014-01-17 22:11:11+00:00,8,2,7,Twitter for iPhone,tomorrow night i will be back home .club aries will be ysl loaded stonertour .... ,"[{'label': 'neutral', 'score': 0.7341440320014954}]"
2014-01-17 22:05:13+00:00,12,2,5,Twitter for iPhone,tyshboi thanks brodie,"[{'label': 'positive', 'score': 0.8689409494400024}]"
2014-01-17 19:01:31+00:00,1,1,1,Twitter for iPhone,supaflyralph thuggeryhugger1 ig,"[{'label': 'neutral', 'score': 0.8122612237930298}]"
2014-01-17 19:01:25+00:00,11,2,12,Twitter for iPhone,"tonight i will be invading memphis,tn clubelements i need all my stoners there..... thank you ","[{'label': 'positive', 'score': 0.8975614905357361}]"
2014-01-17 16:03:54+00:00,14,107,16,Twitter for iPhone,where all my stoners  comment what you city you from,"[{'label': 'neutral', 'score': 0.8486682772636414}]"
2014-01-17 15:39:20+00:00,6,7,7,Twitter for iPhone,"im live in memphis, tn tonight. stoner","[{'label': 'neutral', 'score': 0.8498713374137878}]"
2014-01-17 15:15:07+00:00,33,11,56,Twitter for iPhone,good morning stonerstation,"[{'label': 'positive', 'score': 0.9369859099388123}]"
2014-01-17 10:20:13+00:00,3,4,8,Twitter for iPhone,young thug world for booking & features email bookyoungthuggmail.com or 404 5438837.....,"[{'label': 'neutral', 'score': 0.8755790591239929}]"
2014-01-17 10:16:27+00:00,1,2,0,Twitter for iPhone,"djsuedesantanna got shit bro, salute.... lets work","[{'label': 'positive', 'score': 0.8917937278747559}]"
2014-01-17 10:06:00+00:00,1,0,3,Twitter for iPhone,djflyguy proud of ya foo  salute youngthugworld this feels like a dream.....,"[{'label': 'positive', 'score': 0.9727158546447754}]"
2014-01-17 10:00:09+00:00,24,14,46,Twitter for iPhone,this feels like a dream.....,"[{'label': 'neutral', 'score': 0.5484681725502014}]"
2014-01-17 08:50:34+00:00,16,7,26,Twitter for iPhone,geesh stoners thanks you albany ,"[{'label': 'positive', 'score': 0.9838446974754333}]"
2014-01-17 05:24:59+00:00,16,3,22,Twitter for iPhone,albany im here... showtime.... ,"[{'label': 'neutral', 'score': 0.7022179961204529}]"
2014-01-17 02:33:22+00:00,77,10,55,Twitter for iPhone,"all my stoners report to state theatre now.... albany , ga im on the way stonerlife we rockin tonight.... ","[{'label': 'positive', 'score': 0.8007328510284424}]"
2014-01-17 01:00:49+00:00,5,2,4,Twitter for iPhone,breadland youngthugworld u gon be in greenville sc 31st yesss i cant wait,"[{'label': 'positive', 'score': 0.9869232773780823}]"
2014-01-17 00:51:49+00:00,140,8,151,Twitter for iPhone,eww eww eww .....,"[{'label': 'negative', 'score': 0.8862556219100952}]"
2014-01-17 00:50:54+00:00,8,2,22,Twitter for iPhone,"new date alert  young thug live memphis, tennessee see you tomorrow stonernation ysl","[{'label': 'positive', 'score': 0.6728781461715698}]"
2014-01-16 21:57:14+00:00,9,3,4,Twitter for iPhone, young thug world 1017  for booking & features email bookyoungthuggmail.com or 404 5438837 beats youngthugbeatsgmail.com teamysl,"[{'label': 'neutral', 'score': 0.7962347865104675}]"
2014-01-16 17:30:18+00:00,0,2,0,Twitter for iPhone,britetakeover twankbanks,"[{'label': 'neutral', 'score': 0.8590088486671448}]"
2014-01-16 13:13:02+00:00,3,1,13,Twitter for iPhone,i need everybody right now go download  .....,"[{'label': 'neutral', 'score': 0.5523087382316589}]"
2014-01-16 13:09:59+00:00,0,1,0,Twitter for iPhone,kdnc youngthugworld we need a show from you in athens brocontact twankbanks,"[{'label': 'neutral', 'score': 0.584464967250824}]"
2014-01-16 13:03:03+00:00,10,3,27,Twitter for iPhone,"im in albany, ga. wit it tonighttomorrow. state theatre bout to be on fiyahhhturnt stoner squadasu neueramedia ","[{'label': 'neutral', 'score': 0.556024432182312}]"
2014-01-16 12:52:36+00:00,14,9,21,Twitter for iPhone,i had to rt all my stoners.... luv you guys... ysl,"[{'label': 'positive', 'score': 0.9797547459602356}]"
2014-01-16 11:43:52+00:00,2,1,1,Twitter for iPhone,yungflighttbaby young stoner life.... ysl,"[{'label': 'neutral', 'score': 0.8021792769432068}]"
2014-01-16 11:42:38+00:00,834,16,412,Twitter for iPhone,good morning stoners.....,"[{'label': 'positive', 'score': 0.9596458673477173}]"
2014-01-16 11:40:37+00:00,1,0,5,Twitter for iPhone,bighomiebrax got retweeted by young thug once again2wice again stoner,"[{'label': 'positive', 'score': 0.5959137082099915}]"
2014-01-16 11:29:52+00:00,0,2,2,Twitter for iPhone,benjichasin book young thug  bookyoungthuggmail.com or  404 5438837 or twankbanks,"[{'label': 'neutral', 'score': 0.8291798830032349}]"
2014-01-16 11:24:47+00:00,8,4,42,Twitter for iPhone,"i will be albany,ga tonight... need all my stoners there. thank you stoner ","[{'label': 'positive', 'score': 0.9576602578163147}]"
2014-01-16 11:16:54+00:00,0,1,0,Twitter for iPhone,kutthroatmadmax youngthugworld preciate the follow stonernation,"[{'label': 'positive', 'score': 0.9310115575790405}]"
2014-01-16 11:09:17+00:00,1,0,0,Twitter for iPhone,monfranklins book young thug  bookyoungthuggmail.com or  404 5438837 or twankbanks,"[{'label': 'neutral', 'score': 0.80893474817276}]"
2014-01-16 10:18:47+00:00,1,2,1,Twitter for iPhone,biggiltsaiddat  book young thug  bookyoungthuggmail.com or  404 5438837 or twankbanks,"[{'label': 'neutral', 'score': 0.8412531614303589}]"
2014-01-16 03:11:58+00:00,5,9,7,Twitter for iPhone,youngthugworld book young thug  bookyoungthuggmail.com or  404 5438837 or twankbanks ....,"[{'label': 'neutral', 'score': 0.8154481649398804}]"
2014-01-16 03:11:19+00:00,2,1,5,Twitter for iPhone,youngthugworld book young thug  bookyoungthuggmail.com or  404 5438837 or twankbanks,"[{'label': 'neutral', 'score': 0.8050799369812012}]"
2014-01-15 02:25:03+00:00,1,3,1,Twitter for iPhone,stoney1000 youngthugworld yooooooyo,"[{'label': 'neutral', 'score': 0.762538731098175}]"
2014-01-15 02:24:23+00:00,12,10,32,Twitter for iPhone,foriegnfriends,"[{'label': 'neutral', 'score': 0.6328131556510925}]"
2014-01-15 02:24:04+00:00,21,4,10,Twitter for iPhone,shawty good  ,"[{'label': 'positive', 'score': 0.9634649753570557}]"
2014-01-14 17:42:12+00:00,50,18,216,Twitter for iPhone,stoner...,"[{'label': 'neutral', 'score': 0.8490340709686279}]"
2014-01-13 05:08:02+00:00,76,6,56,Twitter for iPhone,sneakin n geekin  ,"[{'label': 'neutral', 'score': 0.7122790217399597}]"
2014-01-13 05:00:34+00:00,59,21,220,Twitter for iPhone,live life like a thug,"[{'label': 'negative', 'score': 0.7119594216346741}]"
2014-01-11 06:33:35+00:00,12,4,15,Twitter for iPhone,harlem nights atl stonernation fuck wit your boy ysl djholiday in the 1s & 2s,"[{'label': 'negative', 'score': 0.8099513649940491}]"
2014-01-11 01:45:35+00:00,21,4,9,Twitter for iPhone,tonight im at atlharlemnights brought to u by clsent stonernation ,"[{'label': 'neutral', 'score': 0.7601779699325562}]"
2014-01-10 06:46:15+00:00,66,8,41,Twitter for iPhone,cali  ,"[{'label': 'neutral', 'score': 0.5427805185317993}]"
2014-01-09 20:43:46+00:00,5,5,10,Twitter for iPhone,so complexmag  ,"[{'label': 'neutral', 'score': 0.9012811779975891}]"
2014-01-09 18:57:45+00:00,11,4,20,Twitter for iPhone,check out my interview w djscream on hoodrich radio ,"[{'label': 'neutral', 'score': 0.8897594213485718}]"
2014-01-08 17:30:09+00:00,18,3,31,Twitter for iPhone,new video youngthugworld & peeweelongway  n.y.e 2014 vlog vid. x gangstageak hoodrichog ,"[{'label': 'neutral', 'score': 0.9354971051216125}]"
2014-01-07 02:29:22+00:00,18,9,36,Twitter for iPhone,107.9fm atl going crazy tune in dannyglover ysl stonernation djscream,"[{'label': 'positive', 'score': 0.7603549957275391}]"
2014-01-06 21:19:47+00:00,46,15,143,Twitter for iPhone,loaded,"[{'label': 'neutral', 'score': 0.7475599050521851}]"
2014-01-06 02:23:53+00:00,11,8,28,Twitter for iPhone,at hot1079atl w my big bros djscream spinzhoodrich iamcoryb & hoodrichrip ... hoodrichradio..,"[{'label': 'positive', 'score': 0.678975522518158}]"
2014-01-04 04:42:49+00:00,12,2,23,Twitter for iPhone,s o djsmoothmacon  playing loaded now on 97.9fm wibb macon ga peeweelongway,"[{'label': 'neutral', 'score': 0.8959212303161621}]"
2014-01-03 09:03:10+00:00,49,37,146,Twitter for iPhone,dats not the real stoner remix ,"[{'label': 'negative', 'score': 0.8781682252883911}]"
2014-01-01 18:38:46+00:00,66,28,110,Twitter for iPhone,danny glover yall ready ,"[{'label': 'positive', 'score': 0.7834685444831848}]"
2014-01-01 18:33:36+00:00,65,23,160,Twitter for iPhone,how the hell you put 50 thousand in sum skinnys  ,"[{'label': 'negative', 'score': 0.8869152069091797}]"
2013-12-31 06:29:37+00:00,11,3,30,Twitter for iPhone,hoodrichkeem rich homie quan ft. young thug  get tf out my face   no dj version ,"[{'label': 'neutral', 'score': 0.7490593194961548}]"
2013-12-30 18:28:37+00:00,20,11,40,Twitter for iPhone,book young thug  bookyoungthuggmail.com or  404 5102502,"[{'label': 'neutral', 'score': 0.7355526089668274}]"
2013-12-30 18:21:41+00:00,17,4,46,Twitter for iPhone,peeweelongway you killin it  youngthugworld  longway be the realiest  ysl mpa loaded,"[{'label': 'positive', 'score': 0.9514904618263245}]"
2013-12-30 18:02:27+00:00,18,11,96,Twitter for iPhone,loaded,"[{'label': 'neutral', 'score': 0.7475599050521851}]"
