date,likes,replies,retweets,source,tweet,sentiment,ai_reply
2017-09-17 21:24:34+00:00,376,20,72,Instagram,ss ,"[{'label': 'neutral', 'score': 0.7580024003982544}]","Conversation id: 0ac7886f-872b-41e9-9405-345a2efa8a20 
user >> ss  
bot >>  
"
2017-09-16 21:26:39+00:00,529,19,113,Instagram,u know its your real brada when he watches your front ,"[{'label': 'neutral', 'score': 0.7116317749023438}]","Conversation id: 9cba752b-733a-49b3-beeb-0aced5e8f8ea 
user >> u know its your real brada when he watches your front  
bot >> I'm not sure if you're serious or not, but I'm going to assume you're serious. 
"
2017-09-14 21:03:24+00:00,541,16,132,Twitter for iPhone,my brada lildurk got se new steam for the world to bit ,"[{'label': 'positive', 'score': 0.8916967511177063}]","Conversation id: 99220923-d6a4-48fa-a6d7-dc8332f928d3 
user >> my brada lildurk got se new steam for the world to bit  
bot >> I'm sorry, but I don't understand. 
"
2017-09-14 20:51:18+00:00,520,21,143,Instagram,i was taught to keep one eye open at all times.... ,"[{'label': 'neutral', 'score': 0.8169084191322327}]","Conversation id: 797c2349-870c-47f4-ba36-6a06c33a86a2 
user >> i was taught to keep one eye open at all times....  
bot >> I was taught to keep one eye open at all times... 
"
2017-09-14 02:37:20+00:00,398,15,87,Instagram,the law till death.... ,"[{'label': 'neutral', 'score': 0.6479728817939758}]","Conversation id: 9dccb3b4-65cb-4a5a-b724-a2293e50a30c 
user >> the law till death....  
bot >> I'm not sure if you're serious or not, but I'm going to assume you're serious. 
"
2017-09-13 20:38:23+00:00,276,12,50,Instagram,acquitted with delegates.... ,"[{'label': 'neutral', 'score': 0.9163730144500732}]","Conversation id: 872ef1c7-5c00-4bb2-8639-3bc12204cf53 
user >> acquitted with delegates....  
bot >> I'm not sure what you're trying to say. 
"
2017-09-13 09:32:25+00:00,3597,65,764,Twitter for iPhone,"every sense i told yall rikas mixtape was otw, bitches been in the studio","[{'label': 'neutral', 'score': 0.738305389881134}]","Conversation id: 93d557ac-d349-48e1-aa9e-1d978017a08b 
user >> every sense i told yall rikas mixtape was otw, bitches been in the studio 
bot >> I'm so happy 
"
2017-09-13 01:56:31+00:00,2269,91,426,Twitter for iPhone,"friday sept. 29th  chicago, il  ","[{'label': 'neutral', 'score': 0.9308713674545288}]","Conversation id: ad01618c-b9d1-4efa-aaf0-62e105cf1519 
user >> friday sept. 29th  chicago, il   
bot >> I'm in Chicago too! 
"
2017-09-12 08:42:11+00:00,109,8,27,Twitter for iPhone,zoeydollaz i love u 4life.... let get this money for ages lildurk what up ,"[{'label': 'positive', 'score': 0.9765776991844177}]","Conversation id: 69ce81cb-d377-4dfc-b1f8-2d0fda6c0502 
user >> zoeydollaz i love u 4life.... let get this money for ages lildurk what up  
bot >> I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure. 
"
2017-09-10 19:56:08+00:00,871,59,190,Instagram,uma die from my chains choking me in my sleep... ,"[{'label': 'negative', 'score': 0.8529514670372009}]","Conversation id: 644b5152-f329-437a-9ec7-e295cb4227e6 
user >> uma die from my chains choking me in my sleep...  
bot >> I'm sorry, I'm afraid I can't help you. 
"
2017-09-10 02:45:08+00:00,11513,141,4356,Twitter for iPhone,"when i shed tears, everybody feel it ","[{'label': 'positive', 'score': 0.7631150484085083}]","Conversation id: 16d3b0f2-b4e6-48d8-bb68-606db210b7b9 
user >> when i shed tears, everybody feel it  
bot >> I feel it too 
"
2017-09-09 23:50:29+00:00,3201,80,1023,Instagram,i think the migos goin go platinum the first week on their next album... ,"[{'label': 'positive', 'score': 0.7263181209564209}]","Conversation id: 8b3e329b-1d74-4dda-a17a-fd83b882eb46 
user >> i think the migos goin go platinum the first week on their next album...  
bot >> I think they're going to be the next big thing. 
"
2017-09-09 01:52:11+00:00,510,51,99,Instagram,most 3 letter gangs be pussys.... ,"[{'label': 'negative', 'score': 0.7771017551422119}]","Conversation id: 23a4ee2e-e307-488e-a46a-4381cf685eb5 
user >> most 3 letter gangs be pussys....  
bot >> I'm not sure if you're being serious or not, but I'm going to assume you're being serious. 
"
2017-09-08 22:04:53+00:00,13946,114,5606,Twitter for iPhone,we tryin to fuck yo tears,"[{'label': 'neutral', 'score': 0.5032713413238525}]","Conversation id: a00a268c-df05-41c5-9921-8b2730858f43 
user >> we tryin to fuck yo tears 
bot >> I'm crying 
"
2017-09-07 21:51:26+00:00,442,37,89,Instagram,wyd ,"[{'label': 'neutral', 'score': 0.8170210719108582}]","Conversation id: 570bbddd-93b8-4d14-9701-dc86f411c2b2 
user >> wyd  
bot >> wyd  
"
2017-09-06 20:26:32+00:00,919,33,304,Instagram,just say it comes out tomorrow.... ,"[{'label': 'neutral', 'score': 0.8302229642868042}]","Conversation id: f8624ec0-9489-4be0-868c-4ec81b608647 
user >> just say it comes out tomorrow....  
bot >> I'm not sure if you're being serious or not, but I'm pretty sure that's not how it works. 
"
2017-09-06 18:24:03+00:00,890,25,181,Twitter for iPhone,slatt lets go  tix at   atgfallclassic ,"[{'label': 'positive', 'score': 0.6247153878211975}]","Conversation id: 9a2c1d9a-ee88-49c1-9f92-81234b9fa377 
user >> slatt lets go  tix at   atgfallclassic  
bot >> I'm in 
"
2017-09-01 06:46:30+00:00,22232,117,15139,Twitter for iPhone,this pride goin be the biggest mistake for us,"[{'label': 'negative', 'score': 0.880818247795105}]","Conversation id: 72bb96f8-bb3a-42ea-abda-ae6784e01584 
user >> this pride goin be the biggest mistake for us 
bot >> I'm not sure if you're serious or not, but I think you're right. 
"
2017-09-01 00:53:45+00:00,724,26,158,Instagram,when u dont give a fuck that u irritating your brada while hes tryin to record  ,"[{'label': 'negative', 'score': 0.8807505369186401}]","Conversation id: 06518647-244c-43fc-b8ce-18d940fb43ca 
user >> when u dont give a fuck that u irritating your brada while hes tryin to record   
bot >> I'm not trying to record anything. I'm trying to get a video of me playing. 
"
2017-08-31 20:06:54+00:00,455,20,81,Instagram,front to back on these fucks... ,"[{'label': 'negative', 'score': 0.8444124460220337}]","Conversation id: 9636a1ad-1b56-4e80-8f9a-b7149cc77ab5 
user >> front to back on these fucks...  
bot >> I'm not even mad. 
"
2017-08-31 19:28:42+00:00,361,13,62,Instagram,i know what i was thinking too... ,"[{'label': 'neutral', 'score': 0.8188396692276001}]","Conversation id: 0aea5af7-7f66-410d-9a1a-92895d3ab393 
user >> i know what i was thinking too...  
bot >> I was thinking the same thing. I was like, I know what I was thinking too... 
"
2017-08-30 20:02:33+00:00,746,19,146,Twitter for iPhone,slatt   tickets at   complexcon  ysl beautifulthuggergirls ,"[{'label': 'positive', 'score': 0.7857949733734131}]","Conversation id: b5475ef8-c1b2-4558-81a3-d65f5a87c697 
user >> slatt   tickets at   complexcon  ysl beautifulthuggergirls  
bot >> I'm not sure if you're serious or not, but I'm going to upvote you just because of your username. 
"
2017-08-29 02:21:32+00:00,4215,150,1654,Instagram,"i must thank god firsti wanna thank my dad for nutting in my mom, and i wanna thank my mom ","[{'label': 'positive', 'score': 0.8415368795394897}]","Conversation id: 9117420b-0d6e-44a5-9671-8a1daa900879 
user >> i must thank god firsti wanna thank my dad for nutting in my mom, and i wanna thank my mom  
bot >> I'm sorry for your loss. 
"
2017-08-28 20:44:06+00:00,50033,357,11289,Twitter for iPhone,so no one was going to tell me that i won an award,"[{'label': 'neutral', 'score': 0.4764285087585449}]","Conversation id: ba2e4579-355a-45d8-8e44-933b8857d961 
user >> so no one was going to tell me that i won an award 
bot >> I was going to tell you that you won an award. 
"
2017-08-27 00:32:45+00:00,682,41,163,Instagram,when a nigga run up...  ,"[{'label': 'positive', 'score': 0.6129617094993591}]","Conversation id: a6d8cee3-2427-49f6-9637-39561814d248 
user >> when a nigga run up...   
bot >> I'm not racist, but... 
"
2017-08-26 00:30:28+00:00,623,21,105,Instagram,goals..... ,"[{'label': 'positive', 'score': 0.9593754410743713}]","Conversation id: 6e3d776e-89ae-4f37-be37-9d261a72ce14 
user >> goals.....  
bot >> I'm not sure what you're trying to say. 
"
2017-08-25 18:24:18+00:00,338,20,66,Instagram,me 1gunnagunna and the homies at andrettis ,"[{'label': 'neutral', 'score': 0.7508317828178406}]","Conversation id: 01cf3b96-0f55-4113-8998-898a031c4581 
user >> me 1gunnagunna and the homies at andrettis  
bot >> I'm in 
"
2017-08-24 21:39:31+00:00,356,14,59,Instagram,prince  ,"[{'label': 'positive', 'score': 0.5668537020683289}]","Conversation id: e919651f-bfc8-48c7-9fe5-ca7296fa3a5d 
user >> prince   
bot >> I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Big Lebowski. 
"
2017-08-23 22:39:53+00:00,2840,44,924,Twitter for iPhone,bmm3 ,"[{'label': 'neutral', 'score': 0.7854598760604858}]","Conversation id: afbae3e8-7c19-431f-b8f4-d2f508e5b573 
user >> bmm3  
bot >> BMM 3 
"
2017-08-23 21:27:08+00:00,565,20,90,Instagram,u beat the devil again kid.... ,"[{'label': 'positive', 'score': 0.959786593914032}]","Conversation id: 28b9924b-9fd4-4bed-9b01-2d7571823bcc 
user >> u beat the devil again kid....  
bot >> I'm not your kid, kid. 
"
2017-08-23 10:33:42+00:00,496,12,76,Instagram,u beat the devil again....  ,"[{'label': 'positive', 'score': 0.9672442674636841}]","Conversation id: 49629400-befa-412a-9b81-a5881ccb0857 
user >> u beat the devil again....   
bot >> I'm sorry, I'm not a native English speaker. 
"
2017-08-23 04:09:51+00:00,79499,375,51831,Twitter for iPhone,dont trust everything u see.... salt look like sugar,"[{'label': 'negative', 'score': 0.5785390734672546}]","Conversation id: 9995e77f-e009-4231-af3e-9632e8451a19 
user >> dont trust everything u see.... salt look like sugar 
bot >> I'm not sure what you mean by that. 
"
2017-08-23 01:07:51+00:00,468,24,72,Instagram,i love u guys.. ,"[{'label': 'positive', 'score': 0.9726603627204895}]","Conversation id: 58c51fa3-8b3b-4372-9270-2434c199f81e 
user >> i love u guys..  
bot >> I love you too 
"
2017-08-23 00:03:52+00:00,315,11,41,Instagram,happy bday slimer... ,"[{'label': 'positive', 'score': 0.9739166498184204}]","Conversation id: c6f81f94-d83f-4c44-8435-5957e1d3c0ce 
user >> happy bday slimer...  
bot >> Thanks, I'm not sure if I should be happy or sad. 
"
2017-08-23 00:01:08+00:00,290,9,40,Instagram,my heart and lungs kyvion jacob ,"[{'label': 'neutral', 'score': 0.7263296842575073}]","Conversation id: 37393160-fd2d-4fdf-b574-adef7f4dd263 
user >> my heart and lungs kyvion jacob  
bot >> I'm not sure if I should upvote or downvote you. 
"
2017-08-22 00:05:41+00:00,19,2,7,Instagram,scrapvip tonight with lilbaby1 and lilmarlo1 ,"[{'label': 'neutral', 'score': 0.8264092803001404}]","Conversation id: d68a1766-e4f4-4839-a897-33ec5375313b 
user >> scrapvip tonight with lilbaby1 and lilmarlo1  
bot >> I'm in 
"
2017-08-21 21:10:06+00:00,357,24,64,Instagram,takethat ,"[{'label': 'positive', 'score': 0.7930180430412292}]","Conversation id: 71c78f93-0e17-4f8b-af26-ce29b05e4b86 
user >> takethat  
bot >> Taketh that  
"
2017-08-21 18:58:08+00:00,109912,377,41540,Twitter for iPhone,her y u didnt tex me back me that eclipse shit fucked up my eye i cant see no tex messages..,"[{'label': 'negative', 'score': 0.7406684160232544}]","Conversation id: a5c3873f-4088-437e-87cf-bc287172b06a 
user >> her y u didnt tex me back me that eclipse shit fucked up my eye i cant see no tex messages.. 
bot >> I'm sorry, I'm not sure what you mean by that. 
"
2017-08-21 10:18:48+00:00,3359,54,465,Twitter for iPhone,happy bday to my son... i love u my guy jake,"[{'label': 'positive', 'score': 0.9901641011238098}]","Conversation id: 0ae4f643-5369-4858-82b1-feafd7f6dc47 
user >> happy bday to my son... i love u my guy jake 
bot >> Thanks, I love you too, my guy. 
"
2017-08-20 21:48:13+00:00,468,19,98,Instagram,thanks 1future ,"[{'label': 'positive', 'score': 0.8757336735725403}]","Conversation id: ac1c3980-003c-4eee-9b3c-590d8e853c9f 
user >> thanks 1future  
bot >> You're welcome 
"
2017-08-20 05:50:48+00:00,2077,46,394,Twitter for iPhone,otw to  mansions,"[{'label': 'neutral', 'score': 0.9362242817878723}]","Conversation id: 38363cb5-94d6-4b63-9799-34639b1d7dd0 
user >> otw to  mansions 
bot >> I'm not sure if you're serious, but I'm pretty sure that's a joke. 
"
2017-08-19 22:16:22+00:00,930,39,159,Twitter for iPhone,mansion elan tonight udigg  ,"[{'label': 'positive', 'score': 0.7268362045288086}]","Conversation id: d71d20c9-8cad-4e1b-92ac-d178f3231926 
user >> mansion elan tonight udigg   
bot >> I'm in. 
"
2017-08-18 23:17:20+00:00,906,23,300,Instagram,relationship video yesterday beready .....1future 1gunnagunna yslduke wheezy5th bookaloc ,"[{'label': 'neutral', 'score': 0.8261218070983887}]","Conversation id: 3bd596b0-a08c-4901-932c-f36fa0100dc7 
user >> relationship video yesterday beready .....1future 1gunnagunna yslduke wheezy5th bookaloc  
bot >> I'm not sure if you're being serious or not, but I'm pretty sure that's a joke. 
"
2017-08-18 20:18:37+00:00,444,22,81,Instagram,issa  ,"[{'label': 'neutral', 'score': 0.9103689193725586}]","Conversation id: e70621ad-2c68-4ce6-ba27-6b030cc72458 
user >> issa   
bot >> I'm sorry, I don't speak Japanese. 
"
2017-08-18 20:16:01+00:00,389,23,74,Instagram,my babies.... ,"[{'label': 'positive', 'score': 0.8430913686752319}]","Conversation id: 0f2a8055-db80-4c40-a10f-c1040b4c0788 
user >> my babies....  
bot >> I'm sorry, I don't speak Japanese. 
"
2017-08-17 23:49:25+00:00,856,34,186,Twitter for iPhone,back in the town saturday  ,"[{'label': 'neutral', 'score': 0.5497753620147705}]","Conversation id: baa97bac-8eda-44b9-8a0e-dbcdbafc3953 
user >> back in the town saturday   
bot >> I'm in the town too! 
"
2017-08-16 19:46:36+00:00,423,42,69,Instagram,even the opps  ,"[{'label': 'positive', 'score': 0.8320078253746033}]","Conversation id: a2d32089-1319-4e5e-ae6a-77aac03c621f 
user >> even the opps   
bot >> I'm not sure if you're being serious or not, but I'm pretty sure that's a reference to the movie The Departed. 
"
2017-08-16 18:51:16+00:00,19146,313,6930,Twitter for iPhone,"i honestly think all stores should be closed for today, this is a real holiday dog ","[{'label': 'negative', 'score': 0.6834884285926819}]","Conversation id: 7babfaac-c585-44c1-87aa-db33b5232f5e 
user >> i honestly think all stores should be closed for today, this is a real holiday dog  
bot >> I'm not sure if you're being serious or not, but I'm pretty sure that's not what the holiday dog is about. 
"
2017-08-14 20:36:41+00:00,382,30,79,Instagram,mood lilbaby1 lilmarlo1 ,"[{'label': 'neutral', 'score': 0.8489026427268982}]","Conversation id: a26366ff-ecdd-423b-8e52-92ddd3020679 
user >> mood lilbaby1 lilmarlo1  
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's a bot. 
"
2017-08-12 04:06:57+00:00,10161,99,2497,Twitter for iPhone,just sittin on the plane thinking ... thank u god,"[{'label': 'positive', 'score': 0.9316065907478333}]","Conversation id: f9076840-7052-4aa7-912b-3d69484b4a8f 
user >> just sittin on the plane thinking ... thank u god 
bot >> I'm glad you're safe. 
"
2017-08-12 02:44:38+00:00,775,27,215,Twitter for iPhone,i can get gangsta like datrillstak5 any day,"[{'label': 'positive', 'score': 0.6459671258926392}]","Conversation id: 16e965e0-7a96-4e57-af9e-6083867907dd 
user >> i can get gangsta like datrillstak5 any day 
bot >> I can get gangsta like datrillstak5 any day 
"
2017-08-11 22:51:00+00:00,604,38,124,Instagram,old ass wanna gangsta  ,"[{'label': 'neutral', 'score': 0.5679442286491394}]","Conversation id: bd11054d-d256-4a24-82ca-6ffce108cee8 
user >> old ass wanna gangsta   
bot >> I'm not a gangsta 
"
2017-08-11 05:17:48+00:00,29303,332,17381,Twitter for iPhone,im sexy...,"[{'label': 'positive', 'score': 0.6771778464317322}]","Conversation id: f2197ea2-e6ab-4163-be37-788e11636768 
user >> im sexy... 
bot >> I'm a guy, but I'm sure you're a good looking guy. 
"
2017-08-10 22:06:43+00:00,840,37,170,Instagram,"that one time i missed my video shoot with cool cars, but made it to someone elses  ","[{'label': 'positive', 'score': 0.4437851905822754}]","Conversation id: fb198e39-72b0-422b-9d01-943e1f8952d4 
user >> that one time i missed my video shoot with cool cars, but made it to someone elses   
bot >> I'm sure you'll be fine. 
"
2017-08-10 17:02:35+00:00,67,1,14,Instagram,adidasoriginals thank u... im so blessed ,"[{'label': 'positive', 'score': 0.9775677919387817}]","Conversation id: 01313ac8-be12-45bf-8830-05d11db06513 
user >> adidasoriginals thank u... im so blessed  
bot >> I'm so blessed too! 
"
2017-08-10 16:58:44+00:00,503,21,80,Instagram,adiddasorginal thank u...im so blessed ,"[{'label': 'positive', 'score': 0.9710301160812378}]","Conversation id: 8e610fa9-1842-43c7-828a-1310c4d88f37 
user >> adiddasorginal thank u...im so blessed  
bot >> You're welcome 
"
2017-08-09 22:08:57+00:00,1249,39,175,Twitter for iPhone,happy bday dk ily,"[{'label': 'positive', 'score': 0.9819892644882202}]","Conversation id: 1e82f857-0a42-45e1-80ac-f8e7270a9baf 
user >> happy bday dk ily 
bot >> thanks bby lt 3 
"
2017-08-08 10:02:32+00:00,4394,131,1099,Twitter for iPhone,i can buy 2million pounds right now doe.. ongod,"[{'label': 'neutral', 'score': 0.6479106545448303}]","Conversation id: 8df7b4b0-0f5d-48b6-92f1-8a0b5e1589ed 
user >> i can buy 2million pounds right now doe.. ongod 
bot >> I can buy 2 million pounds right now doe.. ongod 
"
2017-08-08 00:31:50+00:00,2848,37,743,Twitter for iPhone,u to turnt on ig... ,"[{'label': 'neutral', 'score': 0.6344572901725769}]","Conversation id: b4941755-bbe2-441f-b50e-c92475239b04 
user >> u to turnt on ig...  
bot >> I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious. 
"
2017-08-08 00:27:08+00:00,41,0,34,Instagram,nickydsss new dayvideo is out now ft myself and lilyachty ,"[{'label': 'positive', 'score': 0.5086168646812439}]","Conversation id: b59b40f8-2f02-42c5-8bf4-2c6d68e9bd8c 
user >> nickydsss new dayvideo is out now ft myself and lilyachty  
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's not a real video. 
"
2017-08-07 12:10:23+00:00,6067,54,2651,Twitter for iPhone,rip mazi...,"[{'label': 'negative', 'score': 0.6602290272712708}]","Conversation id: 4bf609d6-c103-4c36-b572-3dbc1e5d9cb4 
user >> rip mazi... 
bot >> I'm not sure what you mean by that. 
"
2017-08-07 03:25:37+00:00,6890,121,2774,Twitter for iPhone,new new,"[{'label': 'neutral', 'score': 0.5715641975402832}]","Conversation id: 07cb1cfb-dc8b-4917-b87d-8c03f3c60400 
user >> new new 
bot >> New new 
"
2017-08-07 01:59:11+00:00,707,29,194,Instagram,"since god told me i was goin get it, i walk like i already got it.. ","[{'label': 'positive', 'score': 0.8719704151153564}]","Conversation id: e37b6039-6989-478f-8ce2-a4f520ed3e7d 
user >> since god told me i was goin get it, i walk like i already got it..  
bot >> I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it 
"
2017-08-06 17:04:11+00:00,977,49,269,Twitter for iPhone,come see me live in oklahoma city friday sept 8. tickets on   ,"[{'label': 'neutral', 'score': 0.6448392271995544}]","Conversation id: b192c998-70c0-44bf-a190-b02a35ff6130 
user >> come see me live in oklahoma city friday sept 8. tickets on    
bot >> I'm in OKC. I'll be there. 
"
2017-08-02 21:23:49+00:00,515,37,94,Instagram,video shot yesterday with the bros ,"[{'label': 'neutral', 'score': 0.83523029088974}]","Conversation id: b47369aa-fc35-40f4-9324-d2b8fa59c415 
user >> video shot yesterday with the bros  
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's not the bros. 
"
2017-08-01 00:07:14+00:00,45971,212,30050,Twitter for iPhone,"since god told me i was goin to get it, i walk like i already got it...","[{'label': 'positive', 'score': 0.793237566947937}]","Conversation id: ba10045f-7da0-43dd-a238-8186374f29be 
user >> since god told me i was goin to get it, i walk like i already got it... 
bot >> I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it, I'm gonna get it 
"
2017-07-31 21:14:13+00:00,116,4,29,Instagram,nickiminaj 1future ,"[{'label': 'neutral', 'score': 0.8209416270256042}]","Conversation id: 6a994504-9607-48be-8d7b-ed33b3cc81f3 
user >> nickiminaj 1future  
bot >> I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure. 
"
2017-07-31 21:07:23+00:00,282,5,87,Instagram,nickiminaj 1future ,"[{'label': 'neutral', 'score': 0.7830767035484314}]","Conversation id: bd2e4ad7-976b-41ad-9be4-97d1b42f7ea8 
user >> nickiminaj 1future  
bot >> I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure. 
"
2017-07-30 22:18:09+00:00,465,15,89,Instagram,ysl... ,"[{'label': 'neutral', 'score': 0.855960488319397}]","Conversation id: b49a7686-645d-472c-9cce-6d17c51e576e 
user >> ysl...  
bot >> ... 
"
2017-07-30 20:14:53+00:00,10811,131,3419,Twitter for iPhone,"ill wear the same clothes till i make a millie, thats the same clothes for a week...","[{'label': 'neutral', 'score': 0.7190248370170593}]","Conversation id: e4232962-282f-4db7-8106-f235679acb25 
user >> ill wear the same clothes till i make a millie, thats the same clothes for a week... 
bot >> I'm sure you'll make a millie, but you'll be wearing the same clothes for a week. 
"
2017-07-30 06:51:35+00:00,7456,90,2128,Twitter for iPhone,only girl in the world i love is jerrika knowthat,"[{'label': 'positive', 'score': 0.9471474885940552}]","Conversation id: f04d23f6-4499-4d19-b624-64d6faf73b89 
user >> only girl in the world i love is jerrika knowthat 
bot >> I love you too 
"
2017-07-30 01:33:51+00:00,1015,29,135,Twitter for iPhone,official after part in miami tonight. meet me there  ,"[{'label': 'neutral', 'score': 0.8634930849075317}]","Conversation id: a2264e5f-5fb1-4f99-a002-2528497828b4 
user >> official after part in miami tonight. meet me there   
bot >> I'm in. 
"
2017-07-29 20:33:03+00:00,869,34,166,Twitter for iPhone,miami tonight  ,"[{'label': 'neutral', 'score': 0.9035006761550903}]","Conversation id: 3fc7e45a-e95d-4fab-b39f-2e52553a9be1 
user >> miami tonight   
bot >> I'm going to be there. 
"
2017-07-29 19:18:03+00:00,6306,79,2099,Twitter for iPhone,i been signed to freebands cause im dam show getting freebands,"[{'label': 'neutral', 'score': 0.5488483905792236}]","Conversation id: 0d28e0fc-bef5-4dea-90e5-bfa1d55450e2 
user >> i been signed to freebands cause im dam show getting freebands 
bot >> I'm not sure if you're serious or not, but I'm pretty sure you're not. 
"
2017-07-29 19:09:14+00:00,32698,147,14425,Twitter for iPhone,my bitch the best looking bitch in the world to me,"[{'label': 'positive', 'score': 0.9768974781036377}]","Conversation id: d54ceb9a-53c4-4227-b450-df458d296c14 
user >> my bitch the best looking bitch in the world to me 
bot >> I'm not sure if you're serious or not, but I'm going to assume you're not. 
"
2017-07-29 18:46:01+00:00,21376,167,4548,Twitter for iPhone,i miss metroboomin like fuck....,"[{'label': 'negative', 'score': 0.6224469542503357}]","Conversation id: e22a0e99-6554-4f37-8994-518c9ae0e303 
user >> i miss metroboomin like fuck.... 
bot >> I miss the Metroboomin 
"
2017-07-29 18:24:37+00:00,254,11,38,Instagram,explaining... ,"[{'label': 'neutral', 'score': 0.8856159448623657}]","Conversation id: 13c8d737-46fe-4715-8a96-eff3a713686a 
user >> explaining...  
bot >> I'm not sure what you're trying to say. 
"
2017-07-29 17:28:07+00:00,366,16,52,Instagram,i love tired but im up on em.. if u get the pic ,"[{'label': 'positive', 'score': 0.7115663290023804}]","Conversation id: 9ea16b66-03cd-44e3-bb1a-2cddfb4a03b2 
user >> i love tired but im up on em.. if u get the pic  
bot >> I'll try to get it up tonight 
"
2017-07-28 22:34:56+00:00,5031,47,1465,Instagram,god dam bitch i am not a bleached boy.. ,"[{'label': 'negative', 'score': 0.89850914478302}]","Conversation id: 6cee7079-fb2d-492b-9c89-74b052b29ca1 
user >> god dam bitch i am not a bleached boy..  
bot >> I'm not a bleached boy either. 
"
2017-07-28 22:29:20+00:00,1243,51,461,Instagram,my brada out now.. ft me and raesremmurd ,"[{'label': 'neutral', 'score': 0.7242736220359802}]","Conversation id: 536c32d2-fae2-429c-9c24-1e3df57ad1c7 
user >> my brada out now.. ft me and raesremmurd  
bot >> I'll be on in a few hours 
"
2017-07-28 03:57:35+00:00,411,23,81,Instagram, ,"[{'label': 'positive', 'score': 0.6191749572753906}]","Conversation id: 40c24207-6b5f-4c8f-9e34-3b5b30f43ac3 
user >>   
bot >>  
"
2017-07-27 21:24:43+00:00,551,28,122,Instagram,"my brada, my love, 1 of my idols... alltheabove ","[{'label': 'positive', 'score': 0.9352933764457703}]","Conversation id: 90ff0c4c-a461-43cb-a230-db8c070dce8f 
user >> my brada, my love, 1 of my idols... alltheabove  
bot >> I'm sorry, but I don't understand. 
"
2017-07-26 02:38:17+00:00,587,34,122,Instagram,my eyes turn yellow when i drank tuss.... ,"[{'label': 'neutral', 'score': 0.6618688106536865}]","Conversation id: d32e756c-00a9-42e9-8a94-4c157b3cf025 
user >> my eyes turn yellow when i drank tuss....  
bot >> I'm sorry, I don't speak Japanese. 
"
2017-07-25 23:06:14+00:00,275,14,65,Instagram,u can now copy.... ,"[{'label': 'neutral', 'score': 0.8882226347923279}]","Conversation id: 1988448f-7d1b-42be-a469-b571f793c001 
user >> u can now copy....  
bot >> I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure. 
"
2017-07-25 23:04:11+00:00,235,10,52,Instagram,u can now copy... ,"[{'label': 'neutral', 'score': 0.8750396370887756}]","Conversation id: 430559b6-7a55-4cb7-95c3-ec542ba0e3dc 
user >> u can now copy...  
bot >> I can't. I'm on mobile. 
"
2017-07-25 21:52:36+00:00,315,20,63,Instagram,cook up 1youngscooter ,"[{'label': 'neutral', 'score': 0.843408465385437}]","Conversation id: 52ebff9b-670c-419c-ac3e-1f4ce877af09 
user >> cook up 1youngscooter  
bot >> I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious. 
"
2017-07-25 21:22:47+00:00,1495,43,377,Twitter for iPhone,sdcc2017,"[{'label': 'neutral', 'score': 0.8338786959648132}]","Conversation id: e43b0fa9-3783-4b72-9a39-b18a814d3c80 
user >> sdcc2017 
bot >> I'm not sure if you're serious or not, but I'm going to go with the latter. 
"
2017-07-24 01:27:52+00:00,21356,197,13195,Twitter for iPhone,your haters cant destroy you they can simply distract you...but only if you let them ,"[{'label': 'positive', 'score': 0.44156602025032043}]","Conversation id: 325d6010-16e4-4682-a94e-cdffdc7823af 
user >> your haters cant destroy you they can simply distract you...but only if you let them  
bot >> I'm not a hater, I'm just saying that I'm not a fan of the way he's been playing. 
"
2017-07-24 01:16:20+00:00,355,22,54,Instagram,up 11 ,"[{'label': 'neutral', 'score': 0.8511307239532471}]","Conversation id: 95da0d87-fbf2-4bc1-82cd-24bbe47dea6f 
user >> up 11  
bot >> I'm not sure if you're serious or not, but I'm going to go with yes. 
"
2017-07-21 21:31:10+00:00,546,23,143,Instagram,against everybody... ,"[{'label': 'neutral', 'score': 0.683003306388855}]","Conversation id: fe375783-3846-401d-8044-55815da459b5 
user >> against everybody...  
bot >> I'm not sure what you're trying to say. 
"
2017-07-21 18:45:00+00:00,588,27,136,Instagram,all these rap niggas daddy.....i should buy a van.... ,"[{'label': 'neutral', 'score': 0.5658690929412842}]","Conversation id: be7e0d6d-be3d-4fd9-ba9b-3b728b381a21 
user >> all these rap niggas daddy.....i should buy a van....  
bot >> I'm not even mad. 
"
