,Unnamed: 0,date,likes,replies,retweets,source,tweet,sentiment
2635,2635,2014-12-20 02:38:48+00:00,159,36,145,Twitter for iPhone,PSA--Twank Banks does not work with YSL. He has nothing to do with booking Young Thug or any of his affiliates. He's a fraud!!! ---,"[{'label': 'negative', 'score': 0.9114911556243896}]"
2636,2636,2014-12-18 15:40:29+00:00,130,21,86,Twitter for iPhone,Tonight H-Town I will be live at the Warehouse meet me there! Get tickets at these places 👇 #udigg #YSL http://t.co/Ir2q5ixkGQ,"[{'label': 'neutral', 'score': 0.6852476596832275}]"
2637,2637,2014-12-16 04:40:07+00:00,120,27,51,Twitter for iPhone,"This Friday Knoxville TN meet me and the RG Fam,RHQ, and YSL here 👇 #TURNUP  get your tickets today!!! http://t.co/YzHRrIQBy1","[{'label': 'neutral', 'score': 0.5169063210487366}]"
2638,2638,2014-12-15 17:05:55+00:00,743,53,951,Twitter for iPhone,Rich Gang YSL RHQ London On Da Track best in the buisness !!! Udigg,"[{'label': 'positive', 'score': 0.9220213890075684}]"
2639,2639,2014-12-13 18:06:06+00:00,85,19,49,Twitter for iPhone,Tonight!!! Greenwood Civic Center #YSL #TURNUP #udigg 👇 http://t.co/VZ8uFFxRsG,"[{'label': 'neutral', 'score': 0.6868845224380493}]"
2640,2640,2014-12-13 04:05:14+00:00,75,9,39,Twitter for iPhone,St Paul MN we're in our town #TURNUP #RichGangTour #YSL #RichHomiez tonight at The Myth!,"[{'label': 'neutral', 'score': 0.5066472887992859}]"
2641,2641,2014-12-09 23:32:26+00:00,74,5,34,Twitter for iPhone,“@IoSonoSebastian: @youngthug please give me your blessing to help me pass my accounting final”&gt;&gt; good luck,"[{'label': 'positive', 'score': 0.9486294388771057}]"
2642,2642,2014-12-09 22:52:05+00:00,295,49,237,Twitter for iPhone,S/o to @SPINmagazine thank you and my fans for making Thugger your 2014 Rapper of the Year #udigg,"[{'label': 'positive', 'score': 0.9544748067855835}]"
2643,2643,2014-12-08 00:57:14+00:00,480,43,566,Twitter for iPhone,YSL YSL YSL YSL YSL YSL,"[{'label': 'neutral', 'score': 0.7350314259529114}]"
2644,2644,2014-12-08 00:52:46+00:00,78,6,33,Twitter for iPhone,New York meet me at Fuego's then Perfections Tonight 👇 http://t.co/ASsiVnvgq7,"[{'label': 'neutral', 'score': 0.6689790487289429}]"
2645,2645,2014-12-07 20:10:18+00:00,111,18,59,Twitter for iPhone,We'll be blowing thru the bity tonight.. New York New York💨💨💨#StonerNation #ysl,"[{'label': 'positive', 'score': 0.8862229585647583}]"
2646,2646,2014-12-04 03:55:32+00:00,131,23,69,Twitter for iPhone,"New York, New York get ready for a YSL Takeover this Sunday!! Meet me here 👇#TURNUP #udigg #stonernation http://t.co/JNbpjTzjbt","[{'label': 'positive', 'score': 0.6649029850959778}]"
2647,2647,2014-12-03 15:05:16+00:00,66,11,44,Twitter for iPhone,Good Morning ... Please go follow @youngthugofficialfanpage on Instagram.. They keep up with everything Thug related 😁 #udigg #YSL,"[{'label': 'positive', 'score': 0.9493216872215271}]"
2648,2648,2014-12-02 17:13:58+00:00,112,8,68,Twitter for iPhone,@RollingStone Joyful about making The 2014 Hot List Everybody go grab the Dec 2014 Rollingstone Cover now! Please http://t.co/kOeAMELdmV,"[{'label': 'positive', 'score': 0.9291059970855713}]"
2649,2649,2014-12-02 04:05:36+00:00,127,32,59,Twitter for iPhone,Meet me in Albany NY here 👇 this Friday #udigg #YSL #StonerNation http://t.co/6ybMEKH7D2,"[{'label': 'neutral', 'score': 0.8367763161659241}]"
2650,2650,2014-11-30 00:28:11+00:00,87,15,60,Twitter for iPhone,All roads lead to MANSION tonight ATL! Meet us there 💨💨💨 @Rocko4Real @DeJLoaf  #udigg #YSL http://t.co/uZl84EBIA6,"[{'label': 'neutral', 'score': 0.5787758231163025}]"
2651,2651,2014-11-29 02:08:16+00:00,57,16,54,Twitter for iPhone,NC Klub Phoenix we're on the way... 💨💨Meet me there  #udigg #teamysl,"[{'label': 'neutral', 'score': 0.6963472962379456}]"
2652,2652,2014-11-28 17:41:32+00:00,71,6,44,Twitter for iPhone,@DeJLoaf first time in the ATL tomorrow brought to you by Thugger and that boy @Rocko4Real meet us at Club Mansion http://t.co/uTgLXMDPok,"[{'label': 'neutral', 'score': 0.7036629319190979}]"
2653,2653,2014-11-28 17:17:33+00:00,98,19,97,Twitter for iPhone,Tonight Charlotte NC #udigg,"[{'label': 'neutral', 'score': 0.9069767594337463}]"
2654,2654,2014-11-27 23:45:46+00:00,84,15,44,Twitter for iPhone,Revolution Live tonight!!! Ft Lauderdale FL http://t.co/tvPSGP73kM,"[{'label': 'neutral', 'score': 0.6306381821632385}]"
2655,2655,2014-11-27 23:44:53+00:00,65,5,23,Twitter for iPhone,Turn up! Happy Turkey Day. See me performing at Revolution Live tonight. Unc @BIRDMAN5STAR will be in the building too #YSL #RG,"[{'label': 'positive', 'score': 0.9726607799530029}]"
2656,2656,2014-11-27 21:38:14+00:00,1643,47,1562,Twitter for iPhone,Happy thanksgiving to all from thugger,"[{'label': 'positive', 'score': 0.978302001953125}]"
2657,2657,2014-11-27 01:37:36+00:00,80,2,62,Twitter for iPhone,"Louisville I'll see ya'll soon, not this Saturday, but soon... Stay tuned #udigg","[{'label': 'positive', 'score': 0.7351372838020325}]"
2658,2658,2014-11-26 23:47:06+00:00,310,17,470,Twitter for iPhone,Tragic,"[{'label': 'negative', 'score': 0.6873387098312378}]"
2659,2659,2014-11-26 23:44:59+00:00,274,25,180,Twitter for iPhone,Wait til yall hear this new 🔥🔥 me slime got koming @LondonOnDaTrack yadiggg,"[{'label': 'positive', 'score': 0.8086074590682983}]"
2660,2660,2014-11-26 20:10:55+00:00,66,9,28,Twitter for iPhone,“@DoinItForUAnth5: @youngthug come to Canada please”&gt;&gt; be there soon,"[{'label': 'positive', 'score': 0.6545789837837219}]"
2661,2661,2014-11-26 04:27:14+00:00,76,10,44,Twitter for iPhone,"Ft Laderdale, Miami, South Florida, meet me at Revolution Live Thanksgiving night. #udigg #YSL #StonerNation http://t.co/8ho4WDpV3F","[{'label': 'neutral', 'score': 0.8283482193946838}]"
2662,2662,2014-11-24 00:32:14+00:00,68,26,50,Twitter for iPhone,Orlando Florida Classic Grand Finale... Venue 578 👈Meet me there #turnup #udigg,"[{'label': 'neutral', 'score': 0.806594967842102}]"
2663,2663,2014-11-21 00:02:41+00:00,86,22,54,Twitter for iPhone,Tonight meet me at the Shark Bat ATL #udigg #YSL,"[{'label': 'neutral', 'score': 0.8984756469726562}]"
2664,2664,2014-11-20 08:24:59+00:00,113,17,60,Twitter for iPhone,Happy Bday to my bro @Djholiday,"[{'label': 'positive', 'score': 0.9804956316947937}]"
2665,2665,2014-11-19 17:31:52+00:00,102,13,117,Twitter for iPhone,Montgomery Al. See you this Friday meet me here 👇👇  #udigg http://t.co/YrhYBTWqmJ,"[{'label': 'neutral', 'score': 0.8138886094093323}]"
2666,2666,2014-11-18 22:15:47+00:00,891,183,1080,Twitter for iPhone,Who ready for Rich Gang Mixtape Part 2??? ft me @BIRDMAN5STAR @RichHomieQuan @LondonOnDaTrack,"[{'label': 'neutral', 'score': 0.5589883327484131}]"
2667,2667,2014-11-12 15:26:24+00:00,159,38,119,Twitter for iPhone,"Mobile , Alabama get ready this Friday I need all Slimes in attendance , we going 7:30 #Udigg http://t.co/vvWhpTaL4f","[{'label': 'positive', 'score': 0.5228297710418701}]"
2668,2668,2014-11-11 02:23:18+00:00,348,330,290,Twitter for iPhone,"Tell em (Lies) or ""Imma Ride""??","[{'label': 'neutral', 'score': 0.718932569026947}]"
2669,2669,2014-11-11 02:20:01+00:00,225,339,118,Twitter for iPhone,Wats ur fav trakk on Rich Gang Mixtape?,"[{'label': 'neutral', 'score': 0.8577793836593628}]"
2670,2670,2014-11-06 19:52:22+00:00,643,114,796,Twitter for iPhone,Me &amp; my slime @RichHomieQuan &amp; uncle @BIRDMAN5STAR gon give you 1 more mixtape b4 the album udigg #YSL #RHQ #RG,"[{'label': 'neutral', 'score': 0.6567654609680176}]"
2671,2671,2014-11-06 04:52:31+00:00,76,19,59,Twitter for iPhone,"Vegas meet me at Rubicon tomorrow night ... It's my first Vegas performance be there, please #udigg #ysl #StonerNation","[{'label': 'positive', 'score': 0.8205364942550659}]"
2672,2672,2014-11-04 16:51:53+00:00,99,14,81,Twitter for iPhone,Thanksgiving night get ready I invade Ft lauderdale #Udigg http://t.co/XWeDBDbUL1,"[{'label': 'neutral', 'score': 0.5881866812705994}]"
2673,2673,2014-11-03 16:24:44+00:00,86,16,57,Twitter for iPhone,Tonight #tabernacle #RockTheVote get your free tickets at http://t.co/JLiO3Ku0gz meet me and my bro @RichHomieQuan http://t.co/ahU087ehcv,"[{'label': 'neutral', 'score': 0.510543704032898}]"
2674,2674,2014-11-01 19:42:58+00:00,257,37,208,Twitter for iPhone,#AboutTheMoney #Lifestyle #Hookah #TakeKare #KeepItGoin #Flava prod by my slime @LondonOnDaTrack udiggwhatumsayin,"[{'label': 'neutral', 'score': 0.6323612928390503}]"
2675,2675,2014-10-27 18:36:53+00:00,77,13,37,Twitter for iPhone,@BET we here..... #Udigg,"[{'label': 'neutral', 'score': 0.837978184223175}]"
2676,2676,2014-10-25 23:47:51+00:00,323,33,184,Twitter for iPhone,my nigga udigg its more than music @LondonOnDaTrack #ysl legendary ✔️ http://t.co/FFoWrykC8S,"[{'label': 'positive', 'score': 0.8066854476928711}]"
2677,2677,2014-10-23 23:19:05+00:00,117,30,74,Twitter for iPhone,Macon I'm live in your town tonight #Udigg http://t.co/Dxij3ps9uO,"[{'label': 'neutral', 'score': 0.7834494113922119}]"
2678,2678,2014-10-23 03:23:43+00:00,118,19,71,Twitter for iPhone,Friday Oct 24th meet me at Club Celebs in Cincinnati Ohio and then at Club Xclusives in Columbus Ohio http://t.co/ICJWGl36vv,"[{'label': 'neutral', 'score': 0.8661743998527527}]"
2679,2679,2014-10-23 02:41:33+00:00,219,170,159,Twitter for iPhone,Take kare or lifestyle ? #Ysl,"[{'label': 'neutral', 'score': 0.9207332134246826}]"
2680,2680,2014-10-22 19:18:39+00:00,517,85,359,Twitter for iPhone,Who fuckin wit my new single #TakeKare ?,"[{'label': 'neutral', 'score': 0.6452136039733887}]"
2681,2681,2014-10-19 22:04:49+00:00,181,33,126,Twitter for iPhone,Studio makn 🔥🔥🔥 w my producer udigg #Klassics,"[{'label': 'positive', 'score': 0.8858643174171448}]"
2682,2682,2014-10-18 20:10:40+00:00,56,17,37,Twitter for iPhone,Tonite I'm Live at Club Levels w/ @finnessegang101 in Gainesville Fl #Udigg,"[{'label': 'neutral', 'score': 0.852723240852356}]"
2683,2683,2014-10-18 03:09:16+00:00,87,13,28,Twitter for iPhone,PA fux with me tonight at Club Changes in New Castle I'm in the city!!!! #Udigg #ysl http://t.co/pJSdcT5rhQ,"[{'label': 'positive', 'score': 0.5520033836364746}]"
2684,2684,2014-10-18 01:59:18+00:00,62,1,18,Twitter for iPhone,Hottest New Boutique to hit South Beach Oct 19th Special GTV Vodka toast with the General @BIRDMAN5STAR #Udigg http://t.co/1AWWzg79l6,"[{'label': 'positive', 'score': 0.5151380300521851}]"
2685,2685,2014-10-17 17:06:36+00:00,451,28,335,Twitter for iPhone,New single take kare a classic udigg http://t.co/blhgjYffxe,"[{'label': 'neutral', 'score': 0.6860212683677673}]"
2686,2686,2014-10-15 01:58:26+00:00,116,14,111,Twitter for iPhone,#ABOUTTHEMONEY @LondonOnDaTrack @Tip BETHipHopAwards,"[{'label': 'neutral', 'score': 0.8326275944709778}]"
2687,2687,2014-10-15 00:28:42+00:00,134,11,138,Twitter for iPhone,#Lifestyle @LondonOnDaTrack @RichHomieQuan udigg,"[{'label': 'neutral', 'score': 0.876145601272583}]"
2688,2688,2014-10-14 23:24:12+00:00,22,2,26,Twitter for iPhone,@BETAwards tonight at 8pm tune in to see your boy.... Me #Udigg #ysl #StonerNation,"[{'label': 'positive', 'score': 0.6738444566726685}]"
2689,2689,2014-10-14 07:20:22+00:00,150,11,158,Twitter for iPhone,We Got @LondonOnDaTrack Whoa,"[{'label': 'neutral', 'score': 0.5721766948699951}]"
2690,2690,2014-10-13 23:10:01+00:00,112,13,142,Twitter for iPhone,#RICHGANG ALBUM KOMING SOON PROD BY MY PRODUCER @LondonOnDaTrack #History #YSL,"[{'label': 'neutral', 'score': 0.7694867253303528}]"
2691,2691,2014-10-11 18:35:19+00:00,88,33,76,Twitter for iPhone,Alabama I'm in the town Tonight !!!!#Udigg 👇👇👇👇 http://t.co/RDdEXrbOrL,"[{'label': 'neutral', 'score': 0.5852053761482239}]"
2692,2692,2014-10-10 16:42:44+00:00,89,7,79,Twitter for iPhone,Me tonight #EchoStage http://t.co/2RbwRcsgwE,"[{'label': 'neutral', 'score': 0.7830090522766113}]"
2693,2693,2014-10-10 16:41:39+00:00,57,9,60,Twitter for iPhone,Tonight D.C. I'm in your city ... You know what happens when I'm there i bring the city out  #Udigg #Ysl,"[{'label': 'positive', 'score': 0.5570409893989563}]"
2694,2694,2014-10-07 19:56:37+00:00,29,12,11,Twitter for iPhone,“@x__fai: Is Young Thug Still Coming To Atlantis Saturday Orrrr ?”YES,"[{'label': 'neutral', 'score': 0.9422348141670227}]"
2695,2695,2014-10-07 13:57:10+00:00,80,15,56,Twitter for iPhone,Washington DC we in your town this Friday meet me here 👇👇 http://t.co/9FiSsb37Dr,"[{'label': 'neutral', 'score': 0.7618275284767151}]"
2696,2696,2014-10-06 18:37:54+00:00,63,23,79,Twitter for iPhone,"I apologize for this Mistake BUT UNDERSTAND I WILL BE AT 
#ATLANTIS this SATURDAY #Udigg http://t.co/qS1PEtcfRU","[{'label': 'neutral', 'score': 0.5537344217300415}]"
2697,2697,2014-10-02 19:02:23+00:00,58,17,31,Twitter for iPhone,Live Oct 18 at Club Level in Gainesville Fl #Udigg http://t.co/CypJSRIo1D,"[{'label': 'neutral', 'score': 0.9125701785087585}]"
2698,2698,2014-10-02 13:22:32+00:00,94,17,43,Twitter for iPhone,Conneticut meet your boy here 👇👇 tomorrow night #SinCity #Udigg #teamYSL http://t.co/LpKKQZ1kD6,"[{'label': 'neutral', 'score': 0.7791628241539001}]"
2699,2699,2014-09-29 18:56:41+00:00,77,31,59,Twitter for iPhone,Milwaukee tonight catch me here 👇👇 #StonerNation #Udigg #teamYSL http://t.co/jJaWWOQEjt,"[{'label': 'neutral', 'score': 0.6980750560760498}]"
2700,2700,2014-09-29 18:00:23+00:00,119,20,128,Twitter for iPhone,2 hours away you ready cause I am #Ysl #RichGang #RichHomiez #Udigg,"[{'label': 'positive', 'score': 0.5981098413467407}]"
2701,2701,2014-09-29 01:05:00+00:00,122,19,218,Twitter for iPhone,Tomorrow the #RichGang Mixtape drop http://t.co/hNfp0TGDl7,"[{'label': 'neutral', 'score': 0.8391908407211304}]"
2702,2702,2014-09-27 16:40:40+00:00,84,24,84,Twitter for iPhone,Tonight 1st stop soundstage then we at club maze in Spartanburg #Udigg http://t.co/37wB4Nt9cg,"[{'label': 'neutral', 'score': 0.8855466246604919}]"
2703,2703,2014-09-26 23:17:21+00:00,84,17,50,Twitter for iPhone,#limelight tonight #Udigg http://t.co/7n3l0ZJ37e,"[{'label': 'neutral', 'score': 0.9027050733566284}]"
2704,2704,2014-09-26 15:52:36+00:00,68,15,50,Twitter for iPhone,Tonight Nasville I need All my #Slimes to Meet Me Here 👇👇👇#Udigg http://t.co/vXQ4ZkZj8a,"[{'label': 'neutral', 'score': 0.6497629880905151}]"
2705,2705,2014-09-20 22:26:18+00:00,89,22,64,Twitter for iPhone,I will be at #Krave tonight #Udigg http://t.co/G9t0K1vcPF,"[{'label': 'neutral', 'score': 0.7763664722442627}]"
2706,2706,2014-09-20 22:17:53+00:00,151,7,102,Twitter for iPhone,#BETHipHopAwards #Udigg http://t.co/Yx25CwDGhx,"[{'label': 'neutral', 'score': 0.7148758172988892}]"
2707,2707,2014-09-20 16:51:52+00:00,68,4,48,Twitter for iPhone,KraveNightClub tonight #BETHipHopAwards #BETWeekend #Udigg http://t.co/e1W9Mo4FMX,"[{'label': 'neutral', 'score': 0.8246082067489624}]"
2708,2708,2014-09-19 04:23:42+00:00,97,21,75,Twitter for iPhone,Later Tonight SOLD OUT SHOW #Udigg http://t.co/mmcGnPWbp9,"[{'label': 'neutral', 'score': 0.8278958797454834}]"
2709,2709,2014-09-17 23:43:37+00:00,89,17,93,Twitter for iPhone,Tallahassee Understand I Will Be Live Friday #Coliseum #Udigg #RichGang Tour OTW!!! http://t.co/xcBc4RygDN,"[{'label': 'positive', 'score': 0.5300137996673584}]"
2710,2710,2014-09-15 22:21:46+00:00,296,47,395,Twitter for iPhone,Rich Gang Tour and Mixtape dropping September 29 @BIRDMAN5STAR @RichHomieQuan #Udigg http://t.co/LswVriRAVW,"[{'label': 'neutral', 'score': 0.826058030128479}]"
2711,2711,2014-09-14 17:39:59+00:00,82,20,81,Twitter for iPhone,Raliegh Nc Tonight Be There I'm There   #Udigg http://t.co/kZlJsCeoZM,"[{'label': 'neutral', 'score': 0.7363244295120239}]"
2712,2712,2014-09-13 19:00:51+00:00,51,10,64,Tweetlogix,MAMA🅱ITA‼️@trvisXX @RichHomieQuan @MetroBoomin @DJDahi http://t.co/PLyCV3wKOG #MetroThuggin otw,"[{'label': 'neutral', 'score': 0.8984980583190918}]"
2713,2713,2014-09-13 18:52:36+00:00,119,10,108,Tweetlogix,"Hit the school, make it rain on the principal. http://t.co/Lj5Z4nOI4w","[{'label': 'negative', 'score': 0.5876798629760742}]"
2714,2714,2014-09-12 22:41:50+00:00,65,5,32,Twitter for iPhone,I will be at the #houseofblues tonight that's it ..... NO AFTERPARTY for #Udigg http://t.co/WFe1hKvuJy,"[{'label': 'neutral', 'score': 0.6295740008354187}]"
2715,2715,2014-09-12 22:34:30+00:00,65,16,42,Twitter for iPhone,What is this 👇👇👇 I will not be here 👎👎 #udigg http://t.co/UgLCQzEgyY,"[{'label': 'negative', 'score': 0.8942177295684814}]"
2716,2716,2014-09-12 21:47:42+00:00,35,3,21,Twitter for iPhone,#HouseofBlues tonight #SOLDOUT show #Udigg http://t.co/iH0Vq3N1J7,"[{'label': 'neutral', 'score': 0.9310940504074097}]"
2717,2717,2014-09-12 17:34:23+00:00,78,14,100,Twitter for iPhone,September 27 I'm back for in SC for shows back to back #Spartanburg first stop #Columbia 2nd #Udigg http://t.co/w2mkG6yVEd,"[{'label': 'neutral', 'score': 0.7992656826972961}]"
2718,2718,2014-09-12 16:06:07+00:00,51,13,29,Twitter for iPhone,"This Sunday I will be in Raleigh,Nc at #ClubPhatom no where else #Udigg http://t.co/de5gFuMUr3","[{'label': 'neutral', 'score': 0.6946830153465271}]"
2719,2719,2014-09-11 19:49:06+00:00,64,13,41,Twitter Web Client,Everyone go follow my engineer @alextumay! #udigg,"[{'label': 'positive', 'score': 0.7462536096572876}]"
2720,2720,2014-09-09 21:19:27+00:00,95,25,74,Twitter for iPhone,Mrytle Beach what's good im in the city this Friday #houseofblues #Udigg http://t.co/MzaXBcJEbt,"[{'label': 'positive', 'score': 0.9059150218963623}]"
2721,2721,2014-09-08 04:45:46+00:00,250,42,281,Tweetlogix,#MetroThuggin on the way fr fr @MetroBoomin,"[{'label': 'positive', 'score': 0.5642034411430359}]"
2722,2722,2014-09-03 01:47:11+00:00,16,7,5,Twitter for iPhone,“@ZellyLevall: @youngthug wassup fam ? When you coming to New Orleans ?” Soon,"[{'label': 'neutral', 'score': 0.9047645926475525}]"
2723,2723,2014-09-03 01:46:27+00:00,29,16,22,Twitter for iPhone,“@Tattedboyvance: @youngthug hit me with the follow &amp; you can fuck my bitch 👍”#Udigg,"[{'label': 'neutral', 'score': 0.5229494571685791}]"
2724,2724,2014-09-03 01:32:08+00:00,110,13,115,Twitter for iPhone,Fucking with all my Slimes tonight #Udigg,"[{'label': 'negative', 'score': 0.8372347950935364}]"
2725,2725,2014-09-03 01:29:29+00:00,10,3,5,Twitter for iPhone,“@rxsiee: Hiii @youngthug”✌️,"[{'label': 'neutral', 'score': 0.6903570294380188}]"
2726,2726,2014-09-01 21:28:15+00:00,49,10,33,Twitter for iPhone,"#Clubskye Tonight look at the flyer , must I say more #Udigg http://t.co/EbbdUfwS4i","[{'label': 'neutral', 'score': 0.7608354687690735}]"
2727,2727,2014-08-31 14:57:15+00:00,54,8,25,Twitter for iPhone,#Destin get ready get ready I have a big surprise tonight #clubnighttown where you need to be #Udigg http://t.co/2tfYcBKd0G,"[{'label': 'positive', 'score': 0.8232738375663757}]"
2728,2728,2014-08-31 00:41:50+00:00,65,7,51,Twitter for iPhone,After party for the concert #jackson Udigg http://t.co/PLvjaCFdDb,"[{'label': 'neutral', 'score': 0.7843989729881287}]"
2729,2729,2014-08-30 19:55:51+00:00,43,13,29,Twitter for iPhone,Jackson get ready we going Brazy tonight meet me here and my bro @RichHomieQuan turn up the town #Udigg http://t.co/ZNxt7dKC0B,"[{'label': 'positive', 'score': 0.6682270765304565}]"
2730,2730,2014-08-29 14:21:38+00:00,44,10,50,Twitter for iPhone,#MelbourneFl y'all on my mind early ... Be here tonight I need all my Slimes there #Udigg http://t.co/jL99Kcwxjx,"[{'label': 'neutral', 'score': 0.6206697821617126}]"
2731,2731,2014-08-28 21:35:52+00:00,50,10,51,Twitter for iPhone,#DestinFl ClubNighttown I will be live this Sunday #Udigg http://t.co/WLQTmIhrp0,"[{'label': 'neutral', 'score': 0.8629703521728516}]"
2732,2732,2014-08-27 21:35:25+00:00,6,2,2,Twitter for iPhone,@RichHomieCreep I would hit the promoters in the town #Udiggwhatimsayin,"[{'label': 'neutral', 'score': 0.6408522129058838}]"
2733,2733,2014-08-27 21:32:22+00:00,70,21,102,Twitter for iPhone,👌👌👌👌👌 #Udigg,"[{'label': 'positive', 'score': 0.9320418834686279}]"
2734,2734,2014-08-27 17:16:29+00:00,36,7,24,Twitter for iPhone,I'm live Sunday #DestinFl I'm bringing the entire city out #Udigg come out and support http://t.co/CFVGa6A90i,"[{'label': 'positive', 'score': 0.8629180192947388}]"
2735,2735,2014-08-27 17:14:10+00:00,27,7,17,Twitter for iPhone,This Saturday Day #JacksonMs We Takeover The Town #Udigg http://t.co/95KvzKaFGk,"[{'label': 'neutral', 'score': 0.5842399001121521}]"
2736,2736,2014-08-27 14:27:59+00:00,28,8,14,Twitter for iPhone,#MelbourneFl what's good #Laborday weekend starts here ... I will be shutting down #CountyLineSaloon be there #Udigg http://t.co/JvvXsTE9Fv,"[{'label': 'positive', 'score': 0.7048237323760986}]"
2737,2737,2014-08-26 02:58:11+00:00,52,10,41,Twitter for iPhone,Labor Day Weekend #TampaFL will be #Epic #Watch #Udigg http://t.co/o8xJmRdEGj,"[{'label': 'positive', 'score': 0.792840838432312}]"
2738,2738,2014-08-23 17:26:43+00:00,50,11,58,Twitter for iPhone,Charlotte Tonight We TakeOva #Cameo #Udigg http://t.co/wuukFgmUpa,"[{'label': 'neutral', 'score': 0.8842207193374634}]"
2739,2739,2014-08-22 18:46:03+00:00,53,7,49,Twitter for iPhone,#Copound tonight #Florence I hope y'all ready #Udigg http://t.co/yi8V2WCcki,"[{'label': 'positive', 'score': 0.7669708728790283}]"
2740,2740,2014-08-20 21:10:58+00:00,35,9,39,Twitter for iPhone,#Cameo this Saturday #Udiggwhatimsayin @SPORTEODIE we shutting the town down #Bethere http://t.co/AIVkuOnfNx,"[{'label': 'neutral', 'score': 0.6947242617607117}]"
2741,2741,2014-08-19 20:52:20+00:00,50,8,70,Twitter for iPhone,This Friday join me as we turn up #Florence SC at the #Compound #Udigg http://t.co/wL3ESAZ8g5,"[{'label': 'neutral', 'score': 0.8131498098373413}]"
2742,2742,2014-08-18 02:16:12+00:00,54,18,39,Twitter for iPhone,#Clubliv tonight with @BIRDMAN5STAR to finish my 🅱day celebration #Udigg,"[{'label': 'positive', 'score': 0.8399470448493958}]"
2743,2743,2014-08-18 02:15:08+00:00,46,8,28,Twitter for iPhone,This Saturday I will be live #Cameo with beautiful @IamDEELISHIS #Udigg http://t.co/LvY9nx1wzW,"[{'label': 'positive', 'score': 0.9221526980400085}]"
2744,2744,2014-08-14 16:06:05+00:00,60,9,52,Twitter for iPhone,Tonight I'm start my #Bday off at #Crucial #Udigg http://t.co/RueUET1Ex7,"[{'label': 'positive', 'score': 0.614822268486023}]"
2745,2745,2014-08-12 20:42:33+00:00,59,4,63,Twitter for iPhone,This Thursday home sweet home #ClubBrucial be there ... My Bday starts here ....#Udigg http://t.co/apbNgV6i0Q,"[{'label': 'positive', 'score': 0.9267287850379944}]"
2746,2746,2014-08-12 07:07:44+00:00,144,12,103,Twitter for iPhone,This Saturday it's my Official B-day aka #SlimeDay hosted by @BIRDMAN5STAR n @RichHomieQuan at Mansion #Udigg http://t.co/HU2NiWlEZn,"[{'label': 'positive', 'score': 0.564704179763794}]"
2747,2747,2014-08-11 19:44:29+00:00,55,11,61,Twitter for iPhone,8/22/14 is the Date I'm there questions is who turning up with #KingSlime #Udigg http://t.co/JqSRfMqYIW,"[{'label': 'neutral', 'score': 0.8443955779075623}]"
2748,2748,2014-08-10 00:32:03+00:00,76,14,65,Twitter for iPhone,#Orlando I will be live tonight #FireStone we turning up tonight #Udigg http://t.co/qmSoateQ6I,"[{'label': 'neutral', 'score': 0.5616508722305298}]"
2749,2749,2014-08-09 00:07:32+00:00,31,5,49,Tweetlogix,#ChanelVintage http://t.co/XdUpeLRYBP,"[{'label': 'neutral', 'score': 0.8712261319160461}]"
2750,2750,2014-08-08 04:25:46+00:00,87,18,87,Twitter for iPhone,Turn to the #JimmyFallon show right now me and my big bro @Tip #Udigg,"[{'label': 'neutral', 'score': 0.702406108379364}]"
2751,2751,2014-08-07 20:12:04+00:00,119,9,146,Twitter for iPhone,Tonight tune in #Udigg http://t.co/gXY8yidL5e,"[{'label': 'neutral', 'score': 0.8340328931808472}]"
2752,2752,2014-08-07 15:58:18+00:00,242,54,267,Twitter for iPhone,I will be on the tonight show tonight #JimmyFallon #Udigg,"[{'label': 'neutral', 'score': 0.784470796585083}]"
2753,2753,2014-08-07 04:44:48+00:00,88,19,69,Twitter for iPhone,I'm in #NYC #Udigg,"[{'label': 'neutral', 'score': 0.9017882347106934}]"
2754,2754,2014-08-06 04:14:40+00:00,45,10,76,Tweetlogix,Metro Boomin- Chanel Vintage (Ft. Future &amp; Young Thug) [iTunes Dirty]  http://t.co/XdUpeLRYBP #MetroThuggin otw‼️ #slatt,"[{'label': 'neutral', 'score': 0.8383123874664307}]"
2755,2755,2014-08-06 01:32:17+00:00,61,10,53,Twitter for iPhone,This Saturday #Orlando I'm shutting #FireStone live down #Udigg http://t.co/T8qBE4zYXq,"[{'label': 'neutral', 'score': 0.8438473343849182}]"
2756,2756,2014-08-05 23:31:57+00:00,100,12,105,Twitter for iPhone,Go get this Now@MikeWiLLMadeIt #Udigg http://t.co/xUWlvykAgb,"[{'label': 'positive', 'score': 0.8302300572395325}]"
2757,2757,2014-08-05 08:10:48+00:00,54,9,55,Twitter for iPhone,This is not real #JankyPromoters you want me pay me work to hard for my fans #Udigg http://t.co/HV85uXUHx5,"[{'label': 'negative', 'score': 0.8181869387626648}]"
2758,2758,2014-08-04 22:51:15+00:00,53,3,50,Twitter for iPhone,#KOD Tonight we bringing the #Lifestyle there http://t.co/huKeVJt49O,"[{'label': 'positive', 'score': 0.5545491576194763}]"
2759,2759,2014-08-03 18:39:13+00:00,54,8,37,Twitter for iPhone,Tomorrow I Need the entire #southbeach to kick it with me and my #Ysl #RG family at #kod http://t.co/9XmU9RDJMx,"[{'label': 'positive', 'score': 0.6604597568511963}]"
