,Unnamed: 0,date,likes,replies,retweets,source,tweet,sentiment,ai_reply,reply_sentiment
2149,2149,2015-09-11 02:32:59+00:00,94,8,50,Instagram,young thug htunes tour otwvideo by 300 ,"[{'label': 'neutral', 'score': 0.8834337592124939}]","I'm not a fan of the song, but I'm not gonna lie, I'm a fan of the video.","[{'label': 'neutral', 'score': 0.5334911346435547}]"
2150,2150,2015-09-10 23:34:05+00:00,96,9,42,Instagram,young thug wordsmy broda said its almost time lil bitty bitches 911 911 video by troubleman31 ,"[{'label': 'negative', 'score': 0.46038147807121277}]","I'm not a rapper, I'm a rapper who's a rapper.","[{'label': 'neutral', 'score': 0.6550002694129944}]"
2151,2151,2015-09-10 22:59:44+00:00,187,4,83,Instagram,young thug wordslove his captionsomething i wouldve said  ,"[{'label': 'positive', 'score': 0.8994150161743164}]","I would've said something like, I'm not a rapper, I'm a thug.","[{'label': 'negative', 'score': 0.5782876014709473}]"
2152,2152,2015-09-09 23:18:08+00:00,113,10,60,Instagram,"young thug before the htunes tour starts ....,photo by ximfadeddthoo ","[{'label': 'neutral', 'score': 0.6187900304794312}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2153,2153,2015-09-08 18:22:58+00:00,199,20,192,Twitter for iPhone,gucci1017 & youngthug again londonondatrack slimeseason,"[{'label': 'neutral', 'score': 0.8846392631530762}]","Added you, add me back : angkongsiao","[{'label': 'neutral', 'score': 0.7781165838241577}]"
2154,2154,2015-09-05 22:11:34+00:00,146,11,73,Instagram,young thug thats my bestfriend photo by heybeelbe ,"[{'label': 'positive', 'score': 0.8895756006240845}]","I'm not sure if you're serious or not, but I'm pretty sure that's a picture of a guy who looks like a young thug.","[{'label': 'negative', 'score': 0.7982581257820129}]"
2155,2155,2015-09-05 15:59:14+00:00,172,29,132,Instagram,young thug wordsh soon bestfrineds even sooner......evryone comment bestfriend ,"[{'label': 'positive', 'score': 0.7138630747795105}]","I'm not sure if you're serious or not, but I'm pretty sure that's a bot.","[{'label': 'negative', 'score': 0.7662955522537231}]"
2156,2156,2015-09-04 16:04:48+00:00,215,9,153,Instagram,young thug wordsfuck the leaks im still buying it photo by trvisxx  ,"[{'label': 'positive', 'score': 0.8130531907081604}]",I'm still buying it too.,"[{'label': 'positive', 'score': 0.5419262647628784}]"
2157,2157,2015-09-03 17:55:01+00:00,170,34,87,Instagram,young thugevery body comment bestfriend right now photo by heybeelbe ,"[{'label': 'positive', 'score': 0.5333940982818604}]",I'm not sure if I should be proud or ashamed that I got that.,"[{'label': 'negative', 'score': 0.7835274934768677}]"
2158,2158,2015-09-03 01:43:28+00:00,100,12,36,Instagram,911  bankrollmifia...  photo by troubleman31 ,"[{'label': 'neutral', 'score': 0.8282252550125122}]","I'm not sure if you're serious, but I'm pretty sure that's a picture of a guy who's been in trouble for a while.","[{'label': 'negative', 'score': 0.6931217312812805}]"
2159,2159,2015-09-02 19:25:21+00:00,497,38,470,Twitter for iPhone,slimeseason ft myself & the best producer in the game  londonondatrack boming,"[{'label': 'positive', 'score': 0.9561598300933838}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2160,2160,2015-09-02 00:01:07+00:00,99,12,51,Instagram,young thug & missjerrika listening to one of youngthug new songs  video by missjerrika ,"[{'label': 'positive', 'score': 0.9405583739280701}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2161,2161,2015-09-01 22:22:39+00:00,614,17,509,Twitter for iPhone,we got londonondatrack ysl,"[{'label': 'neutral', 'score': 0.7176678776741028}]",I'm not sure if I should be happy or sad that I didn't know about this.,"[{'label': 'negative', 'score': 0.8090236783027649}]"
2162,2162,2015-09-01 22:21:40+00:00,1001,64,1163,Twitter for iPhone,slime season still on the way ,"[{'label': 'positive', 'score': 0.46387162804603577}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2163,2163,2015-08-30 21:34:40+00:00,131,17,57,Instagram,young thug in london drippingphoto by heybeelbe ,"[{'label': 'neutral', 'score': 0.7293446660041809}]",Thanks for the shout out!,"[{'label': 'positive', 'score': 0.9601059556007385}]"
2164,2164,2015-08-29 22:44:11+00:00,403,29,324,Twitter for iPhone,new single alert youngthug ft londonondatrack x gucci1017 again  slimeseason otw,"[{'label': 'neutral', 'score': 0.5122624039649963}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
2165,2165,2015-08-29 17:52:55+00:00,192,12,159,Twitter for iPhone,it was my pleasure paris europeantour  ,"[{'label': 'positive', 'score': 0.9827054738998413}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
2166,2166,2015-08-29 14:59:50+00:00,166,8,101,Instagram,young thug live in london with that ft. mpaduke video by heybeelbe ,"[{'label': 'neutral', 'score': 0.8681296110153198}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2167,2167,2015-08-28 20:59:21+00:00,100,14,54,Instagram,go to vevo right now and watch staromg video ft. youngthug called nun for free hurry please.... ,"[{'label': 'neutral', 'score': 0.6787970662117004}]","I'm not sure if you're serious or not, but I'm going to watch it anyway.","[{'label': 'neutral', 'score': 0.6520753502845764}]"
2168,2168,2015-08-28 20:44:37+00:00,121,9,92,Instagram,go to vevo right now and watch staromg video ft. youngthug called nun for free hurry ,"[{'label': 'neutral', 'score': 0.7505180239677429}]","I'm not sure if you're serious or not, but I'm going to watch it anyway.","[{'label': 'neutral', 'score': 0.6520753502845764}]"
2169,2169,2015-08-28 12:36:18+00:00,90,10,51,Instagram,youngthug iniamstardam posing for the camara  photo by heybeelbe ,"[{'label': 'neutral', 'score': 0.7511382699012756}]","I'm not sure if you're serious or not, but I'm pretty sure that's not him.","[{'label': 'negative', 'score': 0.5320475101470947}]"
2170,2170,2015-08-27 18:54:10+00:00,333,30,338,Twitter for iPhone,youngthug x gucci1017 x londonondatrack again  out now,"[{'label': 'neutral', 'score': 0.5315014719963074}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
2171,2171,2015-08-27 03:19:38+00:00,372,36,291,Twitter for iPhone,join me on my us tour get tickets now plus my special guests are perfect  teamysl ,"[{'label': 'positive', 'score': 0.948229193687439}]",I'm in the same boat as you. I'm going to the tourney in September.,"[{'label': 'neutral', 'score': 0.7597672343254089}]"
2172,2172,2015-08-26 14:44:08+00:00,83,6,39,Instagram,how is this  shoutout to my jewelers iceboxjewelry got me right with the first custom diamond 42mm ,"[{'label': 'positive', 'score': 0.9433927536010742}]","I'm not sure what you're talking about, but I'm sure you're a cool dude.","[{'label': 'positive', 'score': 0.8659106492996216}]"
2173,2173,2015-08-26 12:57:11+00:00,115,12,58,Instagram,young thug.live interview photo by heybeelbe ,"[{'label': 'neutral', 'score': 0.8439163565635681}]","I'm not sure if you're serious, but that's not a thug.","[{'label': 'negative', 'score': 0.6757959127426147}]"
2174,2174,2015-08-24 17:37:39+00:00,764,87,696,Twitter for iPhone,slime season x my producer londonondatrack are guys ready,"[{'label': 'positive', 'score': 0.5855079293251038}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2175,2175,2015-08-23 23:02:53+00:00,689,29,327,Twitter for iPhone,,"[{'label': 'neutral', 'score': 0.7438931465148926}]",,NA
2176,2176,2015-08-23 15:21:59+00:00,90,6,40,Instagram,"copenhagen, denmark we are here well be at vega tonight. come see us turn the fuck up photo by ","[{'label': 'positive', 'score': 0.9084703326225281}]",I'm in Denmark too!,"[{'label': 'positive', 'score': 0.525908350944519}]"
2177,2177,2015-08-22 21:07:01+00:00,1447,12,1026,Twitter for iPhone,support my brogtgt trvisxx rodeo ,"[{'label': 'positive', 'score': 0.8153707981109619}]","I'm not your bro, bro.","[{'label': 'neutral', 'score': 0.5226211547851562}]"
2178,2178,2015-08-22 16:44:03+00:00,103,9,38,Twitter for iPhone,"tonight, tampere finlands blockfest w the homie tip europeantour teamysl","[{'label': 'neutral', 'score': 0.7826036214828491}]",I'm in.,"[{'label': 'neutral', 'score': 0.532194972038269}]"
2179,2179,2015-08-21 21:14:27+00:00,184,13,76,Twitter for iPhone,we got it together club noxx tonight w rnb allstars europeantour teamysl meet me there ,"[{'label': 'neutral', 'score': 0.604420006275177}]",I'm down for that,"[{'label': 'positive', 'score': 0.9092913269996643}]"
2180,2180,2015-08-21 16:05:55+00:00,100,7,43,Instagram,at least i made it  thanksgod photo by alextumay follow him ,"[{'label': 'positive', 'score': 0.9797593951225281}]",I followed you back,"[{'label': 'neutral', 'score': 0.6288406848907471}]"
2181,2181,2015-08-21 14:18:53+00:00,43,0,15,Twitter for iPhone,pukkelpop festival today ..belgium lets role meet me there tonight ,"[{'label': 'positive', 'score': 0.7246303558349609}]",I'm in.,"[{'label': 'neutral', 'score': 0.532194972038269}]"
2182,2182,2015-08-21 11:00:44+00:00,1421,52,1421,Twitter for iPhone,i just no  freethegoat ,"[{'label': 'negative', 'score': 0.7441496253013611}]",I just no  freethegoat ,"[{'label': 'negative', 'score': 0.6958284974098206}]"
2183,2183,2015-08-20 23:06:23+00:00,2395,89,2607,Twitter for iPhone,my new single again ft gucci1017 my slime londonondatrack produced it lets go ,"[{'label': 'positive', 'score': 0.8503086566925049}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
2184,2184,2015-08-19 23:20:02+00:00,495,23,670,Twitter for iPhone,gucci1017 & youngthug again freegucci,"[{'label': 'neutral', 'score': 0.8323614001274109}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
2185,2185,2015-08-19 18:42:27+00:00,678,10,301,Twitter for iPhone,u will be missed baby girl ,"[{'label': 'positive', 'score': 0.9274355173110962}]",I'm not dead yet!,"[{'label': 'positive', 'score': 0.5217325091362}]"
2186,2186,2015-08-19 17:49:36+00:00,250,9,172,Twitter for iPhone,rest in peace ms. clay,"[{'label': 'positive', 'score': 0.5107182264328003}]",I'm sure she's still alive.,"[{'label': 'neutral', 'score': 0.6427910327911377}]"
2187,2187,2015-08-19 17:48:38+00:00,205,14,115,Twitter for iPhone,i love my keys and ill go all out about them passes without kids would never understand until they of course unfortunately have some or one,"[{'label': 'positive', 'score': 0.9171357750892639}]",I'm a dad and I love my keys.,"[{'label': 'positive', 'score': 0.9619185328483582}]"
2188,2188,2015-08-19 07:39:24+00:00,12737,139,7010,Twitter for iPhone,cant leave u alone that easy we were inlove bro,"[{'label': 'positive', 'score': 0.7849596738815308}]","I'm not leaving you alone, I'm leaving you alone.","[{'label': 'neutral', 'score': 0.7121548056602478}]"
2189,2189,2015-08-19 05:20:35+00:00,99,12,37,Twitter for iPhone,follow reddcoldhearted nowyslapeshit,"[{'label': 'positive', 'score': 0.5054735541343689}]","I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.6600848436355591}]"
2190,2190,2015-08-19 05:18:32+00:00,509,26,582,Twitter for iPhone,i wanna gaf so bad its pitiful,"[{'label': 'positive', 'score': 0.927776575088501}]",I'm sorry,"[{'label': 'negative', 'score': 0.5065277218818665}]"
2191,2191,2015-08-17 19:23:24+00:00,3621,153,2834,Twitter for iPhone,almost done ,"[{'label': 'positive', 'score': 0.9147211909294128}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2192,2192,2015-08-16 20:59:58+00:00,557,60,449,Twitter for iPhone,1 hr left again gucci1017 londonondatrack yall ready 555,"[{'label': 'neutral', 'score': 0.8397729396820068}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2193,2193,2015-08-16 18:10:03+00:00,5552,138,7166,Twitter for iPhone,again ,"[{'label': 'neutral', 'score': 0.8699395656585693}]","I'm sorry, I'm not sure what you're trying to say.","[{'label': 'negative', 'score': 0.6964259147644043}]"
2194,2194,2015-08-16 17:56:48+00:00,175,14,152,Instagram,today beready please again ft laflare1017 video by heybeelbe ,"[{'label': 'positive', 'score': 0.8376237154006958}]","I'm sorry, I'm not sure what you mean by this.","[{'label': 'negative', 'score': 0.7535153031349182}]"
2195,2195,2015-08-16 09:08:27+00:00,960,44,1234,Twitter for iPhone,slimeseason boming sooner than you think,"[{'label': 'neutral', 'score': 0.6416615843772888}]","I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Sliders.","[{'label': 'neutral', 'score': 0.7115992903709412}]"
2196,2196,2015-08-16 09:07:54+00:00,497,23,715,Twitter for iPhone,who ready for again  retweet gucci1017 londonondatrack,"[{'label': 'neutral', 'score': 0.8101879358291626}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2197,2197,2015-08-16 03:03:18+00:00,672,26,684,Twitter for iPhone,my official single again ft gucci1017 drops tomorrow 555 londonondatrack you ready ,"[{'label': 'positive', 'score': 0.6633208990097046}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2198,2198,2015-08-16 01:03:18+00:00,367,25,271,Instagram,tomorrow is my bday so uma drop my again ft. laflare1017  555 beready please  video by heybeelbe ,"[{'label': 'positive', 'score': 0.8676794767379761}]",I'll be on in a few hours.,"[{'label': 'neutral', 'score': 0.7145366072654724}]"
2199,2199,2015-08-14 18:21:37+00:00,249,22,197,Twitter for iPhone,next time,"[{'label': 'positive', 'score': 0.6740297675132751}]",I'll try to remember next time.,"[{'label': 'neutral', 'score': 0.6075894236564636}]"
2200,2200,2015-08-14 18:21:29+00:00,560,13,918,Twitter for iPhone,get the money,"[{'label': 'neutral', 'score': 0.5196765065193176}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.5894821286201477}]"
2201,2201,2015-08-13 20:40:02+00:00,75,6,38,Instagram,uw dida tings tooooo..... photo by heybeelbe ,"[{'label': 'neutral', 'score': 0.6961725950241089}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
2202,2202,2015-08-13 01:17:07+00:00,194,24,85,Twitter for iPhone,"august 23rd copenhagen, august 24th aarhaus.. denmark get ready youngthug is on the way stonernation teamysl ","[{'label': 'positive', 'score': 0.6687747836112976}]","I'm not sure if you're serious or not, but I'm pretty sure that's not the date.","[{'label': 'negative', 'score': 0.6073175072669983}]"
2203,2203,2015-08-10 18:47:30+00:00,383,12,221,Twitter for iPhone,alextumay hovering through times square with youngthug ,"[{'label': 'neutral', 'score': 0.8579515218734741}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2204,2204,2015-08-06 22:02:35+00:00,270,25,209,Twitter for iPhone,300 .youngthugs hyun35 tour boming to a town near you...   letsgoo teamysl,"[{'label': 'neutral', 'score': 0.6760571599006653}]",I'm in.,"[{'label': 'neutral', 'score': 0.532194972038269}]"
2205,2205,2015-08-06 16:07:00+00:00,538,23,311,Twitter for iPhone,300 thugger thugger & the worm dennis rodman  heybeelbe ,"[{'label': 'neutral', 'score': 0.700623095035553}]","I'm not sure if you're serious or not, but I'm pretty sure that's a reference to the movie The Big Lebowski.","[{'label': 'neutral', 'score': 0.6826139688491821}]"
2206,2206,2015-08-06 16:01:13+00:00,158,11,52,Twitter for iPhone,"europe are you ready for youngthug .. where are the stoners at copenhagen, denmark  vega  august 23rd 2015 ","[{'label': 'neutral', 'score': 0.843288242816925}]",I'm ready for youngthug.,"[{'label': 'positive', 'score': 0.7144066691398621}]"
2207,2207,2015-08-04 23:50:18+00:00,140,13,81,Instagram,sense the feds came i been growing grey hairs photo by heybeelbe ,"[{'label': 'neutral', 'score': 0.5838761925697327}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
2208,2208,2015-08-01 17:39:35+00:00,240,72,130,Twitter for iPhone,due to unforeseen circumstances youngthug  wont be playing at the hard fest tonight. make sure u still go tons of great acts there today,"[{'label': 'positive', 'score': 0.5319223403930664}]",I'm going to the hard fest. I'm going to be there.,"[{'label': 'positive', 'score': 0.7188736200332642}]"
2209,2209,2015-08-01 17:35:46+00:00,262,17,189,Twitter for iPhone,go get youngthug new single pacifier   teamysl stonernation .. link also in bio ,"[{'label': 'neutral', 'score': 0.5671255588531494}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2210,2210,2015-08-01 06:05:39+00:00,379,19,159,Twitter for iPhone,thanx for all the love lollapalooza the crowd was perfect stonernation teamysl ,"[{'label': 'positive', 'score': 0.9888603091239929}]",I was there too!,"[{'label': 'positive', 'score': 0.6802397966384888}]"
2211,2211,2015-07-31 21:50:53+00:00,84,2,30,Twitter for iPhone,"lollapalooza see youngthug today, early evening its a beautiful day in the bity teamysl stonernation ","[{'label': 'positive', 'score': 0.9858923554420471}]",I'm going to see him tomorrow!,"[{'label': 'positive', 'score': 0.8557300567626953}]"
2212,2212,2015-07-31 21:23:25+00:00,212,15,141,Twitter for iPhone,migos 1 independent album yungrichnationout now  gtgt support the fam ,"[{'label': 'positive', 'score': 0.8478060960769653}]","I'm not sure if you're serious, but Migos is a rapper.","[{'label': 'neutral', 'score': 0.6939061284065247}]"
2213,2213,2015-07-31 02:07:50+00:00,84,4,33,Twitter for iPhone,lollapalooza tomorrow come see youngthug ...and all the other dope artists teamysl stonernation ,"[{'label': 'positive', 'score': 0.9349960684776306}]",I'm going to see Youngthug tomorrow. I'm so excited.,"[{'label': 'positive', 'score': 0.9905990958213806}]"
2214,2214,2015-07-28 20:00:25+00:00,233,39,127,Twitter for iPhone,daytona beach this saturday aug 1st meet me there please  teamysl udigg ,"[{'label': 'positive', 'score': 0.8625382781028748}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
2215,2215,2015-07-18 17:57:28+00:00,1790,164,1629,Twitter for iPhone,my album hitunes is on the way,"[{'label': 'positive', 'score': 0.8961541652679443}]",I'm so excited for you!,"[{'label': 'positive', 'score': 0.9884019494056702}]"
2216,2216,2015-07-18 06:24:50+00:00,278,40,214,Twitter for iPhone,pacifier is out now applemusic ,"[{'label': 'positive', 'score': 0.8349109292030334}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2217,2217,2015-07-14 01:16:35+00:00,438,89,361,Twitter for iPhone,everybody  we got londonondatrack slimeseason,"[{'label': 'neutral', 'score': 0.8908135890960693}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
2218,2218,2015-07-13 22:56:33+00:00,196,16,160,Instagram,slimeseason otw lil bitch video by heybeelbe ,"[{'label': 'negative', 'score': 0.8513455986976624}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
2219,2219,2015-07-13 18:14:42+00:00,160,20,85,Instagram,go listen to paradise by thuggerthugger1 video by youngthug ,"[{'label': 'neutral', 'score': 0.6256829500198364}]","I'm not a fan of thuggerthugger 1, but I'll check out paradise. Thanks!","[{'label': 'neutral', 'score': 0.5602885484695435}]"
2220,2220,2015-07-13 02:50:26+00:00,67,12,23,Instagram,goodgameauntie said it best video by goodgameauntie ,"[{'label': 'positive', 'score': 0.9635509252548218}]",I'm glad you liked it!,"[{'label': 'positive', 'score': 0.9745798110961914}]"
2221,2221,2015-07-12 04:59:40+00:00,59,6,36,Instagram,mpaduke dropping on my big bday real fans  him and my bday right now... photo by djfliiofficial ,"[{'label': 'positive', 'score': 0.9316658973693848}]",Happy birthday!,"[{'label': 'positive', 'score': 0.9789436459541321}]"
2222,2222,2015-07-12 04:45:34+00:00,37,4,13,Instagram,babyjade1 happy bday thotlive it up.... video by youngthug ft. mpaduke ,"[{'label': 'positive', 'score': 0.9717847108840942}]",Thanks! I'm glad you enjoyed it!,"[{'label': 'positive', 'score': 0.979826807975769}]"
2223,2223,2015-07-11 21:26:50+00:00,73,9,41,Instagram,need i all is this  just say backwards idiots photo by missjerrika ,"[{'label': 'negative', 'score': 0.776270866394043}]",I think it's a picture of a dog.,"[{'label': 'neutral', 'score': 0.8643249273300171}]"
2224,2224,2015-07-11 19:21:38+00:00,211,13,196,Instagram,"hate when bitches hate on bitches..i dont like it, i dont get iti dont digg it, im not with ","[{'label': 'negative', 'score': 0.8988302946090698}]","I'm not with you, I'm with you.","[{'label': 'neutral', 'score': 0.6368102431297302}]"
2225,2225,2015-07-11 18:16:43+00:00,66,11,25,Instagram,second outfit of the day photo by youngthug ,"[{'label': 'positive', 'score': 0.7070497274398804}]","I'm not sure if you're serious, but I'm pretty sure that's a dude.","[{'label': 'neutral', 'score': 0.5457304120063782}]"
2226,2226,2015-07-11 14:44:50+00:00,55,5,24,Instagram,earlymorningdrips old to me but uma bring em back  photo by youngthug ,"[{'label': 'positive', 'score': 0.6448003649711609}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.","[{'label': 'negative', 'score': 0.6108046770095825}]"
2227,2227,2015-07-11 14:42:20+00:00,47,1,16,Instagram,earlymorningdrips old to me but uma bring me back photo by youngthug ,"[{'label': 'positive', 'score': 0.9198459982872009}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.","[{'label': 'negative', 'score': 0.6108046770095825}]"
2228,2228,2015-07-11 02:55:07+00:00,81,9,25,Instagram,movienight with my s while u peasants look for us   ft. loudshitmaxx photo by youngthug ,"[{'label': 'positive', 'score': 0.6137081980705261}]",I'm not a peasant.,"[{'label': 'neutral', 'score': 0.6162693500518799}]"
2229,2229,2015-07-11 02:25:21+00:00,93,7,50,Instagram,freeguwop photo by mpaduke ,"[{'label': 'positive', 'score': 0.49250152707099915}]",Thanks for the credit!,"[{'label': 'positive', 'score': 0.9301493763923645}]"
2230,2230,2015-07-09 23:33:56+00:00,777,72,708,Twitter for iPhone,slimeseason who ready for me & my slime londonondatrack ,"[{'label': 'positive', 'score': 0.7596901655197144}]",I'm ready for you!,"[{'label': 'positive', 'score': 0.9198575615882874}]"
2231,2231,2015-07-09 03:16:56+00:00,79,10,34,Instagram,ytf u still up babythug photo by mommy ,"[{'label': 'neutral', 'score': 0.7169470191001892}]","I'm not your baby, son.","[{'label': 'negative', 'score': 0.6356077194213867}]"
2232,2232,2015-07-08 17:24:52+00:00,315,36,296,Twitter for iPhone,me & my slime londonondatrack single again ft gucci1017 boming closer slimeseason,"[{'label': 'positive', 'score': 0.6012607216835022}]","I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure.","[{'label': 'negative', 'score': 0.6787316203117371}]"
2233,2233,2015-07-08 15:43:04+00:00,92,12,51,Instagram,ok i gave yall the video now yall give me the viewssells  ,"[{'label': 'positive', 'score': 0.9011380672454834}]","I'm not sure if you're serious or not, but I'm going to give you the views.","[{'label': 'neutral', 'score': 0.6808563470840454}]"
2234,2234,2015-07-08 00:21:44+00:00,66,6,58,Instagram,830 revolttv video by forbes.dreamz ,"[{'label': 'neutral', 'score': 0.8723060488700867}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
2235,2235,2015-07-08 00:14:18+00:00,234,26,291,Twitter for iPhone,with that please watch now revolttv premiering tonight too teamysl,"[{'label': 'neutral', 'score': 0.640582263469696}]",I'm watching it right now.,"[{'label': 'neutral', 'score': 0.6593582034111023}]"
2236,2236,2015-07-07 19:54:35+00:00,87,11,38,Instagram,happy bday slime photo by 50cent ,"[{'label': 'positive', 'score': 0.9688091278076172}]","Thanks! I was going to say that, but I thought it was a bit too long.","[{'label': 'neutral', 'score': 0.5038345456123352}]"
2237,2237,2015-07-07 17:50:08+00:00,81,9,58,Instagram,8pm on revolttv beready iamdiddy video by heybeelbe ,"[{'label': 'neutral', 'score': 0.8643355369567871}]",I'm watching it now.,"[{'label': 'neutral', 'score': 0.7409337162971497}]"
2238,2238,2015-07-07 16:21:26+00:00,69,13,41,Instagram,5k comments lets go video by youngthug ,"[{'label': 'positive', 'score': 0.8252342939376831}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
2239,2239,2015-07-07 00:12:49+00:00,57,10,19,Instagram,kiddkidd got heat ,"[{'label': 'positive', 'score': 0.7451359629631042}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
2240,2240,2015-07-06 17:35:41+00:00,97,18,67,Instagram,withthat ft. mpaduke lets get it video by youngthug ,"[{'label': 'positive', 'score': 0.6828332543373108}]","I'm not sure if you're serious or not, but I'm pretty sure that's not a real thing.","[{'label': 'negative', 'score': 0.7684581279754639}]"
2241,2241,2015-07-06 01:49:46+00:00,317,51,314,Twitter for iPhone,50k we droppin again follow my slime londonondatrack now,"[{'label': 'positive', 'score': 0.8262813091278076}]",I'm down,"[{'label': 'neutral', 'score': 0.6064284443855286}]"
2242,2242,2015-07-05 22:47:58+00:00,314,52,428,Twitter for iPhone,lets get my slime londonondatrack to 100k follows & we drop slimeseason,"[{'label': 'positive', 'score': 0.5795767903327942}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
2243,2243,2015-07-05 22:42:02+00:00,644,41,758,Twitter for iPhone,slime season boming sooner than you think,"[{'label': 'neutral', 'score': 0.5662823915481567}]","I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie.","[{'label': 'neutral', 'score': 0.7124363780021667}]"
2244,2244,2015-07-05 16:41:35+00:00,94,13,50,Instagram,paradise ft. yo bitches photo by rollinout ,"[{'label': 'neutral', 'score': 0.5977321267127991}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
2245,2245,2015-07-05 03:27:29+00:00,426,26,339,Twitter for iPhone,go listen now paradise  yslfanappreciationday art by swcovers ,"[{'label': 'positive', 'score': 0.5580232739448547}]",I'm not sure if I should be proud or ashamed that I recognized that.,"[{'label': 'negative', 'score': 0.688374400138855}]"
2246,2246,2015-07-04 20:41:55+00:00,74,22,49,Instagram,ready yet video by heybeelbe ,"[{'label': 'neutral', 'score': 0.7168700098991394}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
2247,2247,2015-07-04 20:10:10+00:00,302,48,251,Twitter for iPhone,ima give you guys paradise before again slime season boming sooner than you think 730 tonight paradise,"[{'label': 'positive', 'score': 0.5817569494247437}]",I'm down for paradise,"[{'label': 'positive', 'score': 0.8270566463470459}]"
2248,2248,2015-07-04 19:33:32+00:00,78,5,49,Instagram, be ready babies video by heybeelbe ,"[{'label': 'positive', 'score': 0.8434730172157288}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2249,2249,2015-07-04 18:31:45+00:00,70,10,51,Instagram,paradise otw sorry lovers be ready doe video by youngthug ,"[{'label': 'neutral', 'score': 0.6261942982673645}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
2250,2250,2015-07-04 18:26:33+00:00,85,5,35,Twitter for iPhone, i have some other surprises for yall today yslfanappreciationday teamysl ,"[{'label': 'positive', 'score': 0.9330865740776062}]",I'm not sure if I should be happy or sad that I didn't get to see this.,"[{'label': 'negative', 'score': 0.860937237739563}]"
