date,likes,replies,retweets,source,tweet,ai_reply,time_of_day,month,tweet_sent,tweet_score,reply_sent,reply_score
2017-04-27 03:43:43+00:00,6767,76,2302,Twitter for iPhone,singing to only my type on this project... rika,"I'm not sure if you're serious, but I'm pretty sure that's a reference to the song from the movie.",night,April,neutral,0.7394356727600098,neutral,0.7461925745010376
2017-04-27 00:39:00+00:00,4546,49,2592,Twitter for iPhone,drake will be epn my singing album..,"I'm not sure if you're serious or not, but I'm pretty sure that's not a thing.",night,April,positive,0.7917800545692444,negative,0.6027865409851074
2017-04-27 00:35:12+00:00,4275,79,1888,Twitter for iPhone,michael thugger jacksonwale voice,"I'm not sure if you're serious, but I'm pretty sure that's not him.",night,April,neutral,0.6463392972946167,negative,0.5542692542076111
2017-04-27 00:23:47+00:00,5010,55,3013,Twitter for iPhone,drake will be epn my singing album.,"I'm not sure if you're serious or not, but I'm pretty sure that's not a thing.",night,April,positive,0.8509078025817871,negative,0.6027865409851074
2017-04-27 00:22:29+00:00,78233,569,41852,Twitter for iPhone,easy breezybeautifulthuggergirls....,I'm not sure if I should be offended or not.,night,April,positive,0.7518908381462097,negative,0.6600649356842041
2017-04-27 00:19:49+00:00,3611,50,2321,Twitter for iPhone,e.b.b.t.g,"I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Big Lebowski.",night,April,neutral,0.6730723977088928,neutral,0.6725394129753113
2017-04-27 00:17:46+00:00,14347,246,7778,Twitter for iPhone,singing album this week...,I'm listening to it right now.,night,April,neutral,0.8945659399032593,neutral,0.6030634641647339
2017-04-24 23:04:57+00:00,302,13,81,Instagram,allthetime bitch ,I'm sorry,night,April,negative,0.6572881937026978,negative,0.5065277218818665
2017-04-24 22:05:46+00:00,217,1,48,Instagram,allthetime ,"I'm sorry, I don't speak Japanese.",night,April,neutral,0.8150674104690552,negative,0.725942850112915
2017-04-24 02:04:22+00:00,250,2,54,Instagram,allthetime ,"I'm sorry, I don't speak Japanese.",night,April,neutral,0.8196915984153748,negative,0.725942850112915
2017-04-23 23:29:30+00:00,363,14,97,Instagram,ohio was brazy... allthetime ,"I'm from Ohio, and I can confirm this.",night,April,positive,0.5705385804176331,neutral,0.6895734071731567
2017-04-23 14:24:11+00:00,85,3,74,Twitter for iPhone,"southernubr spring fest concert tonight  baton rouge, la  ",I'm going to the one in the park.,afternoon,April,neutral,0.5057603716850281,neutral,0.8435878157615662
2017-04-23 04:05:22+00:00,1861,32,388,Instagram,allthetime out now go watch it ,I'm watching it right now.,night,April,positive,0.8782646656036377,neutral,0.6593582034111023
2017-04-23 02:18:34+00:00,2430,26,662,Twitter for iPhone,"ohio was brazy thanks to my fans, migos 21savage luv",I'm a fan of your fans.,night,April,positive,0.9753156304359436,positive,0.9127177596092224
2017-04-22 23:13:18+00:00,327,20,97,Instagram,fuck yall.... allthetime ,I'm sorry,night,April,negative,0.8917103409767151,negative,0.5065277218818665
2017-04-22 20:49:25+00:00,252,16,101,Instagram,allthetime out now... ,I'm still getting it.,evening,April,neutral,0.8906627297401428,neutral,0.6801050901412964
2017-04-22 19:55:07+00:00,218,11,55,Instagram,her bio  ,"I'm not sure if you're being serious or not, but I'm pretty sure that's a bot.",evening,April,neutral,0.7030193209648132,negative,0.7486741542816162
2017-04-22 00:39:12+00:00,1049,42,507,Instagram,new single allthetime video out now go watch ,I'm watching it now.,night,April,neutral,0.6478704214096069,neutral,0.7409337162971497
2017-04-21 20:55:51+00:00,288,12,77,Instagram,pockets....allthetime ,"I'm not sure if you're being serious or not, but I'm pretty sure that's a reference to the movie The Big Lebowski.",evening,April,neutral,0.8550727367401123,neutral,0.6888142824172974
2017-04-21 19:51:20+00:00,493,21,245,Instagram,allthetime today ... ,"I'm sorry, I'm not sure what you mean.",evening,April,neutral,0.7799185514450073,negative,0.6650296449661255
2017-04-21 02:00:52+00:00,3240,56,937,Twitter for iPhone,im thinkin about signing love ,I'm thinking about signing him to a max contract.,night,April,positive,0.7272433638572693,neutral,0.730781078338623
2017-04-21 02:00:30+00:00,1034,44,431,Twitter for iPhone, joseguapo ysl ,Josguapo ysl,night,April,neutral,0.9450046420097351,neutral,0.8166885375976562
2017-04-21 01:13:42+00:00,464,15,249,Instagram,first let me light my blunt.... ,I'm not sure if I should upvote or downvote this.,night,April,neutral,0.8447805047035217,negative,0.6773313879966736
2017-04-20 22:03:14+00:00,1051,38,659,Instagram,allthetime tomorrow be ready ,I'm ready,night,April,positive,0.550516664981842,positive,0.6033333539962769
2017-04-20 18:51:18+00:00,414,12,77,Twitter for iPhone,tomorrow april 21st im at big jam 6 with missjerrikak   ,I'm going to miss you.,evening,April,neutral,0.6872008442878723,negative,0.4047601521015167
2017-04-16 21:57:52+00:00,426,16,110,Instagram,a rare picture of me & yall bitches mamaallthetime ,"I'm not your mama, I'm your daddy",night,April,neutral,0.7611159086227417,neutral,0.5949505567550659
2017-04-16 10:02:04+00:00,11208,44,3444,Twitter for iPhone,"im nowhere near the smartest man in the world but, i know genuine care... she does too ","I'm not sure if you're serious or not, but I'm going to assume you're serious.",morning,April,positive,0.8324633240699768,neutral,0.6109818816184998
2017-04-14 02:35:10+00:00,893,22,277,Twitter for iPhone,"athens, oh  im headlining thenumberfest on 422, lets get it.   ",I'm in Athens too!,night,April,positive,0.8831941485404968,neutral,0.5674147605895996
2017-04-10 18:09:30+00:00,233,18,70,Instagram,allthetime flexgoddaps up for a sec ,"I'm not sure if you're serious, but I'm pretty sure that's a bot.",evening,April,neutral,0.8027713894844055,negative,0.792626142501831
2017-04-08 06:58:03+00:00,4555,91,2053,Twitter for iPhone,everybody want me dead but dont wanna stand up to this shit....,I'm gonna go ahead and say that's not a song.,early morning,April,negative,0.9226272106170654,negative,0.5833105444908142
2017-04-08 02:37:13+00:00,3361,35,1448,Twitter for iPhone,tell the cops  take a look at what they done created .....,"I did, they said they don't care.",night,April,negative,0.7676575779914856,negative,0.6778144240379333
2017-04-07 02:39:32+00:00,3067,51,1796,Twitter for iPhone,silent killer ,"I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Shining.",night,April,negative,0.7072526812553406,neutral,0.6893760561943054
2017-04-07 01:16:15+00:00,3729,121,1331,Twitter for iPhone,"took so many pills, this one dont wanna go down my throat","I'm sorry, I'm not sure what you're talking about.",night,April,negative,0.5956383943557739,negative,0.6323339939117432
2017-04-07 01:00:22+00:00,12586,219,4749,Twitter for iPhone,its taking too long for me to cool off so im just going to drop some more music,I'm just going to drop some more music,night,April,negative,0.7510195970535278,neutral,0.6419711112976074
2017-04-06 06:21:08+00:00,11453,277,5866,Twitter for iPhone,scared to go to sleep  cause idk what day im not goin wake up.. so if im awoke im already alive..,I'm going to sleep too. I'm going to sleep too.,early morning,April,negative,0.6429210305213928,neutral,0.5213555097579956
2017-04-06 00:15:21+00:00,260,7,108,Instagram,allthetime ,"I'm sorry, I don't speak Japanese.",night,April,neutral,0.8071626424789429,negative,0.725942850112915
2017-04-05 14:29:07+00:00,1258,21,561,Twitter for iPhone,and my bradas popping,And my bradas popping,afternoon,April,positive,0.9723603129386902,positive,0.8511490821838379
2017-04-05 14:28:09+00:00,11934,134,4558,Twitter for iPhone,im goin to find u.. then im goin to fuck u....  this nigga stupid af,"I'm going to find you, and I'm going to find you, and I'm going to find you, and I'm going to find you, and I'm going to find you...",afternoon,April,negative,0.8115335702896118,positive,0.6371955275535583
2017-04-04 23:37:06+00:00,5752,54,2880,Twitter for iPhone,i love this drank more then a lot of shit,I love you more than a lot of people.,night,April,positive,0.9439453482627869,positive,0.9630776047706604
2017-04-04 13:44:01+00:00,782,22,487,Twitter for iPhone,,,afternoon,April,negative,0.4498249888420105,NA,NA
2017-04-04 13:36:07+00:00,3681,29,2672,Twitter for iPhone,turn ya goofy down young bouu..,"I'm not your bouu, buddy.",afternoon,April,neutral,0.5318196415901184,negative,0.5095785856246948
2017-04-04 04:00:17+00:00,4610,43,1695,Twitter for iPhone,i dont wanna see nobody in jail... free homie,"I don't want to see no jail, I want to see no jail, I want to see no jail, I want to see no jail, I want to see no jail...",night,April,negative,0.39372408390045166,neutral,0.4992467761039734
2017-04-03 10:51:07+00:00,3872,28,2938,Twitter for iPhone,we dont need nunyou...,I think he's talking about the new patch.,morning,April,negative,0.5694273710250854,neutral,0.8782086968421936
2017-04-03 03:06:39+00:00,11354,74,11139,Twitter for iPhone,thank god im blesssed,I'm blessed too,night,April,positive,0.933412492275238,positive,0.9421966075897217
2017-04-03 02:36:41+00:00,4836,49,4070,Twitter for iPhone,im having my way..,I'm having my way with you,night,April,neutral,0.6502178907394409,neutral,0.659913182258606
2017-03-31 14:16:29+00:00,5187,109,1654,Twitter for iPhone,heatstroke  calvinharris arianagrande pharrell  ,"I'm not sure if you're serious or not, but I'm going to guess that you're not.",afternoon,March,positive,0.7109959125518799,negative,0.6178573369979858
2017-03-31 04:12:07+00:00,7339,75,4049,Twitter for iPhone,horse face hoe stop playing before i show the world yo lil ugly ass,"I'm sorry, I'm not a horse.",night,March,negative,0.9238048195838928,negative,0.7264552116394043
2017-03-30 17:54:35+00:00,48668,91,21380,Twitter for iPhone,all i seewant ,"I'm sorry, I don't speak Japanese.",evening,March,neutral,0.721103310585022,negative,0.725942850112915
2017-03-27 00:07:22+00:00,895,18,281,Twitter for iPhone,go get that  mikewillmadeit ransom2  ,I'm not sure if I should be proud or ashamed that I got that reference.,night,March,positive,0.7376041412353516,negative,0.7264100313186646
2017-03-26 05:38:56+00:00,10327,72,8689,Twitter for iPhone,u shouldnt fuck over me ...,"I'm not your friend, buddy.",early morning,March,negative,0.8732967972755432,negative,0.6434944868087769
2017-03-25 03:13:27+00:00,4533,57,2516,Twitter for iPhone,"words from the goat, nvm me... im just thinking out loud ",I'm thinking out loud too.,night,March,neutral,0.5358896851539612,neutral,0.7975166440010071
2017-03-24 21:48:35+00:00,4413,41,3021,Twitter for iPhone,shit is just not in my plans...not even taking a chance...,I'm sorry. I hope you find a good one.,night,March,negative,0.9113318920135498,negative,0.5529890060424805
2017-03-22 06:25:05+00:00,8468,63,6366,Twitter for iPhone,"its so hard to find people like u, and im learning that as we grow... so i wont play with u like i use too knowthat","I'm not sure if you're being serious or not, but I'm not sure if you're being serious or not, but I'm not sure if you're being serious or not.",early morning,March,negative,0.7321919798851013,negative,0.5586084127426147
2017-03-21 21:30:17+00:00,15625,67,15487,Twitter for iPhone,they come and go like .....,"I'm not sure if you're being serious or not, but I'm pretty sure that's a joke.",night,March,neutral,0.8565946221351624,negative,0.5872843861579895
2017-03-20 01:15:50+00:00,458,15,183,Instagram,allthetime so soon  ,"I'm sorry, I'm not sure what you mean.",night,March,positive,0.5710047483444214,negative,0.6650296449661255
2017-03-18 13:38:42+00:00,449,15,158,Instagram,rather u then me ,I'm not u,afternoon,March,neutral,0.7548100352287292,neutral,0.5952191948890686
2017-03-17 03:15:13+00:00,192,10,56,Instagram,allthetime ,"I'm sorry, I don't speak Japanese.",night,March,neutral,0.8209417462348938,negative,0.725942850112915
2017-03-16 23:02:13+00:00,177,9,61,Instagram,allthetime ,"I'm sorry, I don't speak Japanese.",night,March,neutral,0.8208605647087097,negative,0.725942850112915
2017-03-16 22:52:01+00:00,574,14,125,Twitter for iPhone,los angeles come out tonight  the novo  ,"I'm in LA, I'm going to be there.",night,March,neutral,0.8789507150650024,positive,0.5072616934776306
2017-03-16 10:35:54+00:00,461,13,138,Twitter for iPhone,"friday april, 7th  moss point, ms  ",I'm in the same boat.,morning,March,neutral,0.9315048456192017,negative,0.48582887649536133
2017-03-15 21:10:20+00:00,2288,33,542,Twitter for iPhone,lets get it. observatory tonight  ,I'm in.,night,March,positive,0.7234035730361938,neutral,0.532194972038269
2017-03-14 23:47:21+00:00,1203,27,365,Twitter for iPhone,"saturday july, 8th  wireless festival  ",I'm going to this one too!,night,March,neutral,0.7062264084815979,positive,0.7318959832191467
2017-03-13 03:28:14+00:00,1477,34,424,Twitter for iPhone,my producer ,"I'm sorry, I don't speak Japanese.",night,March,neutral,0.792783260345459,negative,0.725942850112915
2017-03-13 03:25:57+00:00,721,16,308,Twitter for iPhone,chrisbrown i my brada 4life...,"I'm not Chris Brown, but I'm a fan of his.",night,March,positive,0.7678930759429932,positive,0.6138323545455933
2017-03-07 06:53:43+00:00,2893,42,1274,Twitter for iPhone,cant wait till oj mayo come back .....,"I'm not sure if you're serious or not, but I'm pretty sure he's not coming back.",early morning,March,positive,0.9783449172973633,negative,0.5866906642913818
2017-03-07 00:16:12+00:00,781,26,239,Twitter for iPhone,"la, sign up to come out with me tomorrow march, 7th and watch get out at pacific theatres at the grove   ",I'm in!,night,March,neutral,0.7211732864379883,positive,0.8281314373016357
2017-03-01 18:02:34+00:00,444,20,203,Instagram, ,,evening,March,positive,0.9560263156890869,NA,NA
2017-02-28 08:26:21+00:00,313,14,88,Instagram,safe ,"I'm not sure if you're being serious or not, but I'm going to assume you're being serious.",morning,February,neutral,0.8445322513580322,neutral,0.6316810846328735
2017-02-28 05:25:21+00:00,532,7,144,Instagram,i love u jerrika karlae hauser ... ,"I love you too, u Jerrika Karlae!",early morning,February,positive,0.9353957176208496,positive,0.9768221974372864
2017-02-28 04:33:51+00:00,292,9,101,Instagram,bit bak out video out now go watch... happy bday bloody birdman5star ,"I'm not sure if you're serious or not, but I'm glad you're happy.",night,February,positive,0.9200628995895386,positive,0.7946051359176636
2017-02-27 06:24:00+00:00,620,14,216,Twitter for iPhone,i love the icon in miami... thanks to ceelogreen,I love the icon in Miami... thanks to ceelogreen english haiku bot,early morning,February,positive,0.9822069406509399,positive,0.9812208414077759
2017-02-26 00:44:18+00:00,608,8,216,Instagram,thanks drake morelife ,"I'm not drake morelife, but I'm glad you liked it!",night,February,positive,0.9313512444496155,positive,0.9101230502128601
2017-02-24 22:24:10+00:00,14130,99,7482,Twitter for iPhone,i sold crack to a pregnant lady... god forgive me for that crack baby hen,I'm sorry for your loss.,night,February,negative,0.8913981318473816,negative,0.7973529100418091
2017-02-24 22:06:53+00:00,241,4,73,Instagram,safe ,"I'm not sure if you're being serious or not, but I'm going to assume you're being serious.",night,February,neutral,0.8140762448310852,neutral,0.6316810846328735
2017-02-24 10:21:12+00:00,449,14,238,Instagram,safe video out now... ,"I'm not sure if you're serious or not, but I'm glad you're taking the time to post it.",morning,February,neutral,0.8619509935379028,neutral,0.4784667491912842
2017-02-24 02:14:37+00:00,527,15,299,Instagram,safe out now... ,"I'm not sure if you're being serious or not, but I'm going to go with sarcasm.",night,February,neutral,0.8516084551811218,neutral,0.5601310729980469
2017-02-24 01:01:18+00:00,338,17,83,Instagram,dont forget u can call me if needed... ,"I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, either.",night,February,neutral,0.6450707316398621,negative,0.6805768013000488
2017-02-23 09:42:18+00:00,2548,25,1338,Twitter for iPhone,mac11 fuck up your whole day,Mac11 is the best.,morning,February,negative,0.897894561290741,positive,0.9768154621124268
2017-02-23 09:41:50+00:00,1616,15,893,Twitter for iPhone,beretta for the bad weather...,I'm not sure if I should upvote or downvote you.,morning,February,negative,0.8018758296966553,negative,0.6592483520507812
2017-02-22 00:28:28+00:00,975,27,295,Twitter for iPhone,march 10 meet me in new orleans  ,I'm in New Orleans.,night,February,neutral,0.8203174471855164,neutral,0.88841313123703
2017-02-22 00:23:49+00:00,332,13,78,Instagram,oldie but shes sexy af... dam ,I know right? I'm so glad I found her.,night,February,positive,0.8853423595428467,positive,0.9867051243782043
2017-02-21 23:28:04+00:00,336,8,93,Instagram,i still love it.. but i use to love it more... ,"I still love it, but I used to love it more...",night,February,positive,0.9461709856987,positive,0.8960418105125427
2017-02-20 00:48:57+00:00,302,9,84,Twitter for iPhone,visit slimeland and get my merch at  ,"I'm not sure if you're serious or not, but I'm going to try to get a shirt from you.",night,February,neutral,0.6694523096084595,neutral,0.7151227593421936
2017-02-19 23:30:22+00:00,254,12,63,Instagram,happy bday megoysl i love u baby girl... ,lt 3 lt 3,night,February,positive,0.9870550632476807,neutral,0.8363670706748962
2017-02-18 20:46:00+00:00,322,18,111,Instagram,u know who u are... ,I'm not sure what you're talking about.,evening,February,neutral,0.8848652243614197,negative,0.6050615906715393
2017-02-18 05:15:56+00:00,411,10,145,Instagram,thanks for this journey my brada... u 1 of the realist rappers i know... very ggenuinne man and ,"I'm not a rapper, but I'm a fan of his.",early morning,February,positive,0.9710861444473267,positive,0.5779015421867371
2017-02-17 13:32:46+00:00,2569,31,756,Twitter for iPhone,um bout to start suing yall niggas ass back...,I'm not a rapper,afternoon,February,negative,0.8400459289550781,neutral,0.6307119727134705
2017-02-17 13:32:01+00:00,996,6,202,Twitter for iPhone,butch ass hotel playing games with this noise,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,February,negative,0.8034909963607788,negative,0.6291768550872803
2017-02-16 21:30:22+00:00,1271,20,236,Twitter for iPhone,tonight im in london  ,I'm in London too!,night,February,neutral,0.8294959664344788,neutral,0.5324718356132507
2017-02-16 01:16:32+00:00,137,10,41,Instagram,nyfw  phillipplien78 ,"I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.",night,February,neutral,0.7954132556915283,negative,0.6108046770095825
2017-02-14 22:31:21+00:00,172,9,33,Instagram,phillipplein78 thank u sir... ,You're welcome,night,February,positive,0.9100810885429382,positive,0.8377255201339722
2017-02-14 07:12:38+00:00,716,13,298,Instagram,i just pray to god that every one of my valentine days looks like this... with this 1of1 young ,I'm sure they will.,early morning,February,positive,0.8455377817153931,positive,0.5651516914367676
2017-02-14 04:17:18+00:00,290,2,69,Instagram,thanks for turning up with me ... ,I'm glad you did!,night,February,positive,0.9678270220756531,positive,0.982613742351532
2017-02-12 22:15:13+00:00,181,6,36,Instagram,i love u ralofamgoon ,I love you too,night,February,positive,0.9621347188949585,positive,0.9302622079849243
2017-02-12 21:36:42+00:00,7213,61,4347,Twitter for iPhone,go best friend go best friend go feat. obj3   whoisglp ,"I'm not your best friend, buddy.",night,February,positive,0.5497487187385559,negative,0.6519243717193604
2017-02-12 01:03:01+00:00,183,6,48,Instagram,safe ,"I'm not sure if you're being serious or not, but I'm going to assume you're being serious.",night,February,neutral,0.851621687412262,neutral,0.6316810846328735
2017-02-12 00:39:23+00:00,6862,67,5274,Twitter for iPhone,when it comes to me.. ain ever had help from nun of you niggas... or u bitches... save the cap,"I'm not a rapper, I'm a rapper, I'm a rapper, I'm a rapper, I'm a rapper, I'm a rapper, I'm a rapper, I'm a rapper, I'm a rapper, I'm a rapper, I'm a rapper.",night,February,negative,0.7084622979164124,neutral,0.5661593675613403
2017-02-11 22:10:53+00:00,268,5,66,Instagram,my mama..... ,"I'm sorry, I don't speak Japanese.",night,February,neutral,0.7465035319328308,negative,0.725942850112915
2017-02-11 19:19:51+00:00,189,4,39,Instagram,safe ,"I'm not sure if you're being serious or not, but I'm going to assume you're being serious.",evening,February,neutral,0.840057373046875,neutral,0.6316810846328735
2017-02-10 11:14:24+00:00,1949,30,1097,Twitter for iPhone,goofffftyyyy...,"I'm not sure if you're serious or not, but I'm going to go with the latter.",morning,February,positive,0.5141384601593018,neutral,0.503639280796051
2017-02-10 02:01:34+00:00,327,6,86,Instagram,i like this one wayyyy better  ,I'm glad you liked it!,night,February,positive,0.9806845784187317,positive,0.9745798110961914
2017-02-09 18:58:04+00:00,313,23,71,Instagram,they say im the new mc hammer.... ,I'm the new mc hammer...,evening,February,neutral,0.7961195111274719,neutral,0.6558054089546204
2017-02-08 23:03:43+00:00,368,5,129,Instagram,2gether 4eva man any problem that you got bitch i got it too... ,"I'm not sure if you're serious or not, but I'm glad you're here to help.",night,February,negative,0.45039376616477966,positive,0.6186760067939758
2017-02-06 20:44:52+00:00,201,13,63,Instagram,photon.... ,"I'm not sure if you're serious, but I'm pretty sure that's a reference to the movie The Big Lebowski.",evening,February,neutral,0.8312287330627441,neutral,0.6725394129753113
2017-02-06 15:39:38+00:00,266,13,61,Instagram, ,,afternoon,February,neutral,0.6304613351821899,NA,NA
2017-02-06 09:20:19+00:00,22296,75,16881,Twitter for iPhone,now that youre gone dont come back,I'm not going anywhere.,morning,February,negative,0.6905567049980164,neutral,0.5708857774734497
2017-02-05 14:34:38+00:00,524,9,133,Twitter for iPhone,today is the last day of slimeland  london. go get some merch before its all gone  the provender building camden market. stables entrance ,I'm going to be there tomorrow. I'll be wearing a shirt with the logo on it.,afternoon,February,neutral,0.6021714806556702,positive,0.5084707736968994
2017-02-04 18:58:20+00:00,432,14,132,Twitter for iPhone,welcome to slimeland.  x exclusive 48 hours only at 2pm est ,I'm in.,evening,February,neutral,0.5110981464385986,neutral,0.532194972038269
2017-02-04 08:31:55+00:00,5144,99,1992,Twitter for iPhone,whos ready for a gangsta like me,I'm ready for a gangsta like me,morning,February,neutral,0.6190860271453857,neutral,0.5241855978965759
2017-02-03 19:32:45+00:00,16196,74,14740,Twitter for iPhone,im ok.. its goin get better,I'm glad to hear that.,evening,February,positive,0.9282342791557312,positive,0.9697469472885132
2017-02-03 16:40:35+00:00,704,6,248,Twitter for iPhone,slimeland in london. now  feb 5 for all my merch   the provender building camden market. stables entrance ,I'm in the provender market.,afternoon,February,neutral,0.6892421841621399,neutral,0.8640831112861633
2017-02-02 16:22:29+00:00,1647,20,684,Twitter for iPhone,now u no uma man,"I'm not a man, I'm a man's man.",afternoon,February,neutral,0.6835930943489075,neutral,0.5897362232208252
2017-02-02 07:54:59+00:00,1848,24,867,Twitter for iPhone,who that ,I think it's a guy who's been in the league for a while.,early morning,February,neutral,0.8008125424385071,neutral,0.8994848132133484
2017-02-02 01:51:12+00:00,2109,20,724,Twitter for iPhone,i wish since u playin was mines,I wish I was playing mines,night,February,neutral,0.5694658756256104,neutral,0.489195317029953
2017-02-01 16:53:19+00:00,241,10,106,Instagram,of course... ,"I'm sorry, I'm not sure what you mean.",afternoon,February,positive,0.5045565366744995,negative,0.6650296449661255
2017-02-01 00:01:45+00:00,563,17,149,Twitter for iPhone,welcome to slimeland. london meet me there feb 3  feb 5. 1100am700pm. merch & exclusives. ,I'm in.,night,February,positive,0.7949219942092896,neutral,0.532194972038269
2017-01-31 16:40:25+00:00,662,8,234,Twitter for iPhone,life.... ,"I'm not sure if you're serious or not, but I'm going to go with the latter.",afternoon,January,neutral,0.8067233562469482,neutral,0.503639280796051
2017-01-31 01:24:43+00:00,176,9,54,Instagram,mood ,I'm not sure what you mean by mood.,night,January,positive,0.793409526348114,neutral,0.5549704432487488
2017-01-30 02:51:24+00:00,1154,87,360,Twitter for iPhone,boymeetsworldtour onsale now  meet me there  ,I'm there,night,January,neutral,0.5556260943412781,neutral,0.6849941611289978
2017-01-29 03:08:36+00:00,212,8,61,Instagram,iconic.... meaning... not eaz ,I'm not sure what you're trying to say.,night,January,negative,0.4909248650074005,negative,0.5576990246772766
2017-01-28 13:42:52+00:00,53755,213,26260,Twitter for iPhone,i stopped playing video games in the 90s once i realized that patman couldnt wear jeans.. it just made me profoundly sad.,I'm still sad about that.,afternoon,January,negative,0.9184936285018921,negative,0.8538562059402466
2017-01-28 13:34:58+00:00,449,9,123,Instagram,i love my bradas 4life bitch  ,I love my bradas 4life,afternoon,January,positive,0.972227931022644,positive,0.9732540249824524
2017-01-24 03:56:39+00:00,410,20,183,Instagram, ,,night,January,positive,0.9096696972846985,NA,NA
2017-01-22 23:48:56+00:00,64,5,33,Instagram,juliojones11 ,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",night,January,neutral,0.8832464218139648,neutral,0.6109818816184998
2017-01-20 08:48:50+00:00,302,11,130,Twitter for iPhone,idigg  ,,morning,January,positive,0.8298937082290649,NA,NA
2017-01-20 01:37:43+00:00,2621,47,1170,Twitter for iPhone,guwop video out now go watch it.....,"I did, it's pretty good.",night,January,neutral,0.6765263080596924,positive,0.9725395441055298
2017-01-20 00:52:40+00:00,1140,16,867,Twitter for iPhone,udigg udigg ,,night,January,neutral,0.807095468044281,NA,NA
2017-01-19 01:59:32+00:00,543,15,200,Instagram,nigga we barack and michelle obama ,"I'm sorry, I don't speak Japanese.",night,January,neutral,0.841913640499115,negative,0.725942850112915
2017-01-18 16:30:47+00:00,956,25,213,Twitter for iPhone,friday  ,"I'm sorry, I don't speak Japanese.",afternoon,January,neutral,0.7662320137023926,negative,0.725942850112915
2017-01-17 23:41:50+00:00,849,29,363,Instagram,wyclef jean video out now... ,I'm not seeing it. Link?,night,January,neutral,0.9099878072738647,negative,0.5300124883651733
2017-01-16 00:02:16+00:00,234,16,71,Instagram,half... ongod ,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",night,January,neutral,0.8584313988685608,neutral,0.6109818816184998
2017-01-15 01:47:28+00:00,254,18,63,Instagram,face beat by  ,"I'm not sure if you're serious or not, but I'm pretty sure that's a face.",night,January,negative,0.4675963222980499,neutral,0.5542970299720764
2017-01-14 03:38:59+00:00,274,21,66,Instagram,bitch  ,"I'm sorry, I don't speak Japanese.",night,January,negative,0.7724747657775879,negative,0.725942850112915
2017-01-14 01:22:47+00:00,341,10,97,Instagram,i just got a new grillnot no back yard..... ,I'm sorry to hear that.,night,January,neutral,0.7315410375595093,negative,0.839466392993927
2017-01-13 00:37:23+00:00,233,16,63,Instagram, ,,night,January,negative,0.559172511100769,NA,NA
2017-01-09 19:27:19+00:00,1603,39,700,Twitter for iPhone,roc means to me rich off crack  u should relax,"I'm not a narc, I'm a narc.",evening,January,negative,0.5231280326843262,neutral,0.5421861410140991
2017-01-09 19:20:20+00:00,3882,45,2568,Twitter for iPhone,u aint ever slapped nobody a day in ya life... cut it out already,I'm not even sure what you're trying to say.,evening,January,negative,0.7058975100517273,negative,0.7738522291183472
2017-01-09 18:56:11+00:00,735,12,390,Instagram,aint a bitch on earth i love and care bout more then her.... im ride on bitches bout her.... ,I'm not sure if you're being serious or not.,evening,January,positive,0.805155873298645,negative,0.500285804271698
2017-01-09 11:16:18+00:00,229,9,62,Instagram,hi jackson.... i love your color... ,Thanks! I'm a fan of the color too.,morning,January,positive,0.9791589975357056,positive,0.9767367839813232
2017-01-09 00:34:35+00:00,2797,40,1363,Twitter for iPhone, ,,night,January,positive,0.9147276878356934,NA,NA
2017-01-07 22:06:10+00:00,11169,99,8979,Twitter for iPhone,i just want my dreams to be realized,I just want my dreams to be dreams,night,January,positive,0.9377803206443787,positive,0.6639962196350098
2017-01-07 03:04:35+00:00,393,13,156,Instagram,otw ,"I'm not sure if you're serious or not, but I'm going to guess you're serious.",night,January,positive,0.8040844798088074,neutral,0.5658105611801147
2017-01-06 04:05:10+00:00,424,8,154,Instagram,teach each other if its real love... ,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",night,January,neutral,0.6150319576263428,neutral,0.6109818816184998
2017-01-06 02:48:12+00:00,302,9,91,Instagram,too big to be surpried.... ,I'm not surpried.,night,January,neutral,0.5599334836006165,neutral,0.6806086301803589
2017-01-04 07:23:40+00:00,616,36,298,Twitter for iPhone,cincinnati be ready ill be at the avenue this saturday ,I'm going to be there too!,early morning,January,neutral,0.5043982863426208,positive,0.7955288290977478
2017-01-03 03:27:43+00:00,3293,40,2430,Twitter for iPhone,we feel the same,I feel the same way about the way you feel.,night,January,neutral,0.753032922744751,neutral,0.8144808411598206
2017-01-02 00:36:58+00:00,437,23,231,Instagram,european tour ft ...... ,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",night,January,neutral,0.9114383459091187,negative,0.6291768550872803
2017-01-01 18:40:58+00:00,2782,38,1479,Twitter for iPhone,money got a nigga gone....,"I'm not sure if you're serious or not, but that's a great line.",evening,January,neutral,0.4684590995311737,positive,0.7979573607444763
